char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm_x,training_pattern,hip_score,waist_def_score,somatotype,height_cm_y,neck_circ_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,mid_thigh_circ_cm,calf_circ_cm,bicep_circ_cm,elbow_circ_cm,forearm_circ_cm,wrist_circ_cm,upper_arm_length_cm,forearm_length_cm,total_arm_length_cm,upper_leg_length_cm,lower_leg_length_cm,total_leg_length_cm
char_02869,female,31,obese,0.8753,0.3048,0.2846,0.4044,0.2875,0.3046,0.4856,0.4108,0.4369,0.5875,,balanced,0.3349,0.4415,apple,152.57,55.53,148.29,172.19,186.54,100.44,48.72,46.59,37.08,31.81,20.66,20.32,19.08,39.4,33.54,36.8,70.33
char_02874,female,34,athletic_hyper,0.116,0.9274,0.3514,0.4584,0.4502,0.6744,0.3744,0.6115,0.5397,0.4083,,balanced,0.4844,0.8913,hourglass,162.89,37.89,105.2,91.34,112.21,65.92,32.62,36.69,28.04,24.45,15.9,23.75,21.66,45.41,41.47,38.36,79.82
char_02960,female,27,normal,0.167,0.2299,0.299,0.4044,0.52,0.6139,0.5411,0.3537,0.4234,0.3139,,balanced,0.4669,0.8482,hourglass,158.74,35.71,97.99,93.11,110.41,63.12,33.97,28.59,24.78,22.57,15.39,20.31,19.32,39.63,38.42,38.32,76.73
char_02963,female,29,overweight,0.4044,0.321,0.2943,0.5399,0.6357,0.3833,0.5771,0.6833,0.501,0.6699,,balanced,0.5618,0.8888,rectangle,156.37,42.03,115.94,118.77,133.33,72.6,38.15,38.37,30.11,25.26,17.02,22.58,19.8,42.38,35.06,38.52,73.57
char_02978,female,26,obese,0.9638,0.2406,0.3456,0.2625,0.5063,0.3252,0.2761,0.2977,0.2871,0.5625,,balanced,0.7955,0.8252,apple,155.16,57.01,147.77,186.47,205.59,113.79,48.62,47.29,37.87,32.03,21.08,21.09,19.47,40.56,36.62,36.78,73.39
char_03003,female,25,obese,0.8789,0.2503,0.2879,0.5439,0.3121,0.5947,0.6121,0.4266,0.3502,0.5005,,balanced,0.6577,0.3788,apple,160.03,55.85,153.33,176.99,195.7,106.09,49.43,45.54,36.37,30.4,20.29,20.4,18.56,38.95,37.69,38.77,76.45
char_03045,female,16,overweight,0.4774,0.2833,0.2947,0.5216,0.5113,0.652,0.6166,0.6157,0.7329,0.4329,,balanced,0.3759,0.521,apple,160.15,43.56,118.15,127.07,142.14,78.22,39.85,38.25,31.33,28.29,18.17,22.21,21.43,43.64,38.73,39.17,77.89
char_03062,female,29,athletic_lean,0.0854,0.5282,0.2951,0.4421,0.3116,0.6116,0.3359,0.4887,0.5571,0.3421,,upper_dominant,0.6743,0.8013,pear,155.85,35.37,100.03,85.14,103.73,59.4,29.65,30.85,25.24,22.88,15.06,21.17,20.19,41.35,38.16,35.32,73.47
char_03103,female,28,overweight,0.3931,0.2533,0.2962,0.4303,0.3245,0.5944,0.3984,0.58,0.6245,0.4929,,balanced,0.5422,0.6988,rectangle,155.95,41.23,112.23,118.03,135.13,74.9,36.45,37.3,30.14,26.99,17.48,21.96,20.7,42.65,37.99,36.23,74.2
char_03109,female,22,obese,0.8791,0.1823,0.2952,0.3384,0.3631,0.3027,0.3887,0.408,0.2157,0.5157,,balanced,0.6238,0.6748,apple,152.03,54.78,146.37,174.14,191.32,103.69,47.76,47.15,36.68,30.05,20.2,20.52,17.78,38.3,34.01,35.96,69.97
char_03126,female,14,athletic_lean,0.1193,0.4,0.2929,0.3098,0.2518,0.2119,0.308,0.2425,0.5119,0.3467,,lower_dominant,0.4419,0.3673,rectangle,149.29,34.69,98.94,88.54,103.29,58.06,32.32,28.12,24.45,23.2,15.29,19.32,19.79,39.1,32.62,34.73,67.34
char_03170,female,24,normal,0.197,0.1253,0.2931,0.6316,0.5442,0.3409,0.3915,0.4181,0.6409,0.4814,,balanced,0.6179,0.5857,pear,155.12,36.33,111.44,96.88,110.62,60.69,31.94,29.18,25.66,24.51,16.06,20.46,20.72,41.18,34.39,35.92,70.29
char_03198,female,16,overweight,0.3912,0.2476,0.2885,0.615,0.6363,0.3363,0.489,0.4605,0.5808,0.4124,,balanced,0.783,0.6828,pear,155.7,41.78,123.81,119.6,134.57,72.77,37.31,34.64,29.11,26.37,17.3,20.67,20.19,40.86,34.16,37.03,71.19
char_03207,female,40,underweight,0.1032,0.1747,0.2969,0.5107,0.3309,0.6309,0.3947,0.4798,0.3334,0.3872,,balanced,0.5595,0.6214,rectangle,158.18,33.57,100.1,84.83,102.55,58.05,29.89,28.51,23.58,20.06,14.36,21.02,18.65,39.67,38.49,36.22,74.7
char_03227,female,29,obese,0.7875,0.3196,0.2937,0.5341,0.7022,0.6518,0.4022,0.5085,0.6763,0.5867,,balanced,0.4097,0.6878,apple,157.48,52.47,140.25,162.67,178.97,97.47,44.34,43.41,35.69,31.68,20.3,21.37,20.99,42.36,38.67,36.18,74.84
char_03262,female,27,athletic_lean,0.0858,0.4664,0.3417,0.2796,0.5796,0.532,0.3954,0.2921,0.5642,0.5545,,lower_dominant,0.5037,0.7588,hourglass,158.55,33.56,87.58,84.08,102.73,58.98,30.97,25.63,23.06,21.94,14.76,21.1,21.32,42.42,39.22,38.29,77.5
char_03267,female,23,underweight,0.032,0.061,0.2961,0.4217,0.4442,0.6259,0.5393,0.4584,0.5343,0.3259,,balanced,0.5723,0.4225,rectangle,158.34,29.73,81.17,71.66,88.37,47.68,26.25,21.86,19.81,17.63,13.23,21.15,20.0,41.15,38.33,38.18,76.5
char_03293,female,20,obese,0.7966,0.3037,0.2943,0.5062,0.312,0.5266,0.612,0.3448,0.5317,0.4064,,balanced,0.8388,0.4065,apple,159.36,53.21,146.76,168.99,188.28,101.66,48.04,42.61,35.36,31.41,20.27,20.05,19.97,40.02,37.06,39.05,76.1
char_03326,female,28,underweight,0.0306,0.0787,0.2942,0.4117,0.6638,0.5431,0.3638,0.5278,0.5255,0.4696,,balanced,0.5443,0.288,rectangle,154.33,29.85,79.67,72.93,87.39,46.78,24.3,22.97,20.2,17.54,13.23,21.64,19.91,41.55,37.09,35.66,72.74
char_03335,female,40,underweight,0.0558,0.164,0.2949,0.5599,0.5524,0.2599,0.3443,0.2966,0.4201,0.4701,,balanced,0.5755,0.3457,rectangle,153.33,31.92,100.31,78.72,91.81,49.66,27.45,23.29,21.23,19.38,13.95,19.61,19.18,38.79,33.33,35.34,68.66
char_03375,female,34,athletic_hyper,0.1066,0.7508,0.294,0.6043,0.3248,0.5995,0.4416,0.4423,0.4306,0.6248,,balanced,0.7387,0.5569,pear,158.81,36.86,111.61,90.67,110.76,63.58,32.43,30.86,25.26,22.08,15.02,20.71,19.35,40.05,37.93,36.67,74.59
char_03382,female,25,obese,0.8607,0.1833,0.3016,0.3657,0.5933,0.4179,0.298,0.598,0.5906,0.4671,,balanced,0.7269,0.303,apple,152.29,53.5,139.4,174.89,191.58,103.23,45.29,48.24,37.78,32.57,20.85,22.28,20.59,42.87,35.85,35.05,70.89
char_03406,female,33,underweight,0.1063,0.1324,0.2948,0.2991,0.2485,0.5485,0.4864,0.5187,0.3895,0.3026,,balanced,0.6705,0.2132,pear,155.42,33.12,88.2,86.43,103.68,58.01,31.16,29.66,24.1,20.76,14.56,21.48,19.0,40.48,37.3,37.36,74.65
char_03437,female,15,obese,0.7,0.2288,0.2963,0.3794,0.6418,0.6613,0.6794,0.4997,0.4396,0.6244,,balanced,0.8697,0.8433,pear,160.05,48.69,126.48,155.5,175.57,95.43,45.34,41.26,33.47,28.3,19.03,21.43,19.39,40.82,39.01,40.11,79.11
char_03440,female,20,obese,0.67,0.2073,0.2942,0.4874,0.6013,0.4032,0.383,0.3013,0.5472,0.4997,,balanced,0.8353,0.5746,apple,154.42,48.78,136.0,152.58,169.39,91.07,42.19,38.67,32.95,29.88,19.36,19.75,20.07,39.82,35.34,35.87,71.19
char_03443,female,28,athletic_lean,0.1259,0.5068,0.298,0.3754,0.5561,0.5801,0.4884,0.6695,0.6528,0.6754,,lower_dominant,0.6214,0.2758,rectangle,156.17,35.05,91.1,91.33,108.69,61.42,32.06,32.05,25.76,22.94,15.22,22.78,20.95,43.73,37.88,37.54,75.41
char_03467,female,21,athletic_hyper,0.1072,0.8001,0.2936,0.6146,0.4889,0.36,0.4086,0.3146,0.3444,0.5191,,balanced,0.5577,0.5511,rectangle,155.67,37.29,115.49,90.22,106.78,60.92,32.95,30.08,25.06,22.08,15.09,19.73,18.75,38.48,34.63,36.11,70.73
char_03502,female,15,obese,0.7,0.2136,0.3047,0.7112,0.7203,0.6491,0.6503,0.5809,0.4203,0.6758,,balanced,0.6411,0.8326,rectangle,164.13,50.07,142.01,153.34,170.45,92.29,44.14,41.34,33.47,28.03,18.95,21.94,19.47,41.4,39.19,40.1,79.28
char_03508,female,16,underweight,0.0444,0.0191,0.2953,0.6403,0.459,0.3791,0.6494,0.3494,0.3923,0.3829,,balanced,0.736,0.5724,pear,159.45,29.98,94.35,72.46,87.34,45.34,27.23,20.12,19.0,16.53,12.98,20.06,18.97,39.03,34.95,39.58,74.52
char_03581,female,23,overweight,0.4642,0.2033,0.321,0.5918,0.3634,0.5455,0.4173,0.6035,0.5338,0.6634,,balanced,0.2675,0.8229,v_shape,160.14,43.29,124.71,123.17,137.37,75.62,37.52,38.31,30.8,26.59,17.65,22.57,20.66,43.23,38.42,37.63,76.04
char_03610,female,32,overweight,0.4276,0.2631,0.2953,0.4682,0.5178,0.7682,0.4831,0.4739,0.5713,0.6544,,balanced,0.4334,0.6233,rectangle,159.37,42.05,112.41,121.57,138.25,76.84,37.4,34.73,29.31,26.24,17.4,21.18,20.29,41.47,40.32,37.4,77.71
char_03678,female,29,normal,0.2926,0.1453,0.2971,0.7416,0.683,0.5755,0.5774,0.4416,0.6577,0.7225,,balanced,0.32,0.3379,apple,161.6,38.77,116.17,106.72,118.88,65.59,34.55,29.95,26.54,24.63,16.46,20.77,20.94,41.71,37.77,38.72,76.48
char_03686,female,28,overweight,0.4576,0.2744,0.3199,0.7379,0.9318,0.6623,0.919,0.8183,0.8237,0.9623,,balanced,0.3222,0.5232,apple,167.84,42.97,114.34,124.3,136.02,73.74,40.11,36.81,30.37,26.59,17.61,24.41,22.7,47.11,40.05,44.5,84.54
char_03700,female,17,obese,0.7324,0.238,0.2966,0.2518,0.4015,0.2985,0.5518,0.5404,0.3098,0.2629,,balanced,0.6697,0.7062,pear,153.02,49.86,130.65,157.33,174.11,93.72,46.35,46.15,35.34,29.15,19.38,21.66,18.49,40.15,34.05,38.26,72.3
char_03714,female,21,obese,0.7287,0.1787,0.2963,0.5357,0.6698,0.5519,0.5477,0.7761,0.4761,0.7585,,balanced,0.5947,0.4975,apple,157.99,49.71,132.45,156.88,172.37,92.44,43.5,45.77,35.12,28.45,19.18,23.37,19.68,43.05,37.45,38.27,75.7
char_03727,female,32,obese,0.8326,0.2569,0.2857,0.7445,0.6234,0.8871,0.7667,0.8755,0.8823,0.9234,,balanced,0.6388,0.5513,apple,165.31,53.28,141.03,170.04,188.48,101.74,46.41,46.75,37.19,32.08,20.61,23.94,22.3,46.24,41.56,40.88,82.43
char_03849,female,28,underweight,0.0521,0.0873,0.2956,0.4919,0.6633,0.4111,0.5148,0.6734,0.6845,0.3845,,balanced,0.6273,0.4747,pear,155.47,30.8,84.38,75.83,89.33,47.35,26.64,26.09,22.01,19.55,13.89,22.72,21.08,43.8,35.39,37.75,73.14
char_03872,female,21,overweight,0.4577,0.2272,0.2949,0.4099,0.5837,0.2999,0.4744,0.376,0.598,0.5999,,balanced,0.6877,0.5505,pear,152.98,42.75,115.73,126.62,140.81,75.86,38.74,34.96,29.92,27.6,17.91,20.44,20.46,40.89,33.96,37.12,71.07
char_03898,female,20,normal,0.274,0.1666,0.2555,0.559,0.3506,0.6226,0.4757,0.3226,0.5847,0.457,,balanced,0.8792,0.2349,apple,155.08,38.2,112.66,108.59,127.04,70.34,34.73,29.65,26.38,25.03,16.5,18.89,19.42,38.31,36.56,35.4,71.94
char_03984,female,29,overweight,0.5409,0.3255,0.2973,0.5067,0.6308,0.7059,0.5514,0.5662,0.4059,0.6866,,balanced,0.5508,0.509,rectangle,160.2,45.39,122.13,136.2,153.11,84.09,40.61,39.04,31.32,26.17,17.8,21.83,19.19,41.02,39.61,38.41,78.01
char_03998,female,17,obese,0.8139,0.2869,0.2956,0.3545,0.3514,0.2009,0.3854,0.4347,0.3758,0.5009,,balanced,0.6083,0.4929,apple,150.73,53.38,143.66,167.31,182.96,98.39,46.62,46.45,36.42,30.87,20.16,20.76,18.92,39.68,32.64,35.91,68.54
char_04013,female,25,obese,0.6585,0.2177,0.2704,0.5176,0.4676,0.5353,0.5826,0.4421,0.2826,0.4992,,balanced,0.4308,0.7951,rectangle,156.68,48.6,136.47,146.6,162.79,88.71,44.19,40.73,32.74,27.35,18.6,20.09,17.67,37.75,36.06,37.53,73.58
char_04016,female,19,normal,0.2428,0.228,0.2976,0.2492,0.4543,0.5361,0.2361,0.4873,0.2817,0.4624,,balanced,0.6946,0.4933,pear,151.67,37.25,97.21,103.49,121.5,68.21,32.64,34.13,27.06,22.76,15.73,21.31,18.31,39.62,37.26,34.05,71.31
char_04055,female,27,obese,0.6911,0.1954,0.3043,0.568,0.3228,0.3176,0.6176,0.4269,0.577,0.5567,,balanced,0.4894,0.6851,rectangle,158.28,49.72,141.37,150.67,164.87,88.08,45.16,40.86,33.9,30.24,19.54,20.86,20.54,41.39,34.63,39.52,74.14
char_04083,female,27,obese,0.8416,0.2588,0.2877,0.4122,0.38,0.4146,0.598,0.402,0.3039,0.298,,balanced,0.5292,0.4238,apple,156.35,54.26,147.07,170.5,187.14,101.2,48.8,45.74,36.12,30.17,20.08,20.27,18.22,38.49,35.23,38.51,73.73
char_04122,female,18,overweight,0.4367,0.3059,0.2989,0.8529,0.7589,0.6887,0.9288,0.9411,0.7546,0.8835,,balanced,0.611,0.5435,rectangle,167.73,43.02,121.57,123.8,138.12,74.59,39.97,38.96,30.71,25.72,17.27,24.58,21.73,46.31,39.45,43.66,83.1
char_04164,female,27,normal,0.2884,0.2434,0.2947,0.3599,0.5269,0.5127,0.6599,0.4952,0.4018,0.4791,,balanced,0.3212,0.6742,v_shape,157.52,38.46,100.74,105.27,119.75,66.94,37.2,33.34,27.29,23.51,16.11,21.32,19.09,40.41,36.85,39.72,76.56
char_04208,female,25,obese,0.7998,0.2803,0.2917,0.5878,0.5376,0.4116,0.6232,0.4081,0.373,0.3232,,balanced,0.4616,0.7681,rectangle,159.02,53.96,152.32,163.74,179.27,96.9,48.02,43.7,35.22,29.78,19.81,20.3,18.8,39.11,35.36,39.04,74.4
char_04225,female,17,normal,0.2077,0.2123,0.2883,0.5482,0.4166,0.6733,0.3845,0.3733,0.5611,0.3986,,balanced,0.4232,0.8804,rectangle,157.9,36.83,108.3,96.73,113.95,64.87,32.56,29.25,25.64,24.11,15.98,20.08,20.04,40.12,38.68,35.69,74.37
char_04256,female,38,normal,0.2389,0.2499,0.2972,0.5575,0.5086,0.3165,0.2764,0.2575,0.3139,0.2761,,balanced,0.4154,0.6102,rectangle,153.46,38.01,116.46,101.44,114.94,64.11,33.43,30.2,25.92,23.28,15.86,19.31,18.5,37.81,34.24,34.53,68.76
char_04261,female,22,overweight,0.5202,0.2094,0.2969,0.3763,0.4018,0.4889,0.4107,0.4679,0.4282,0.6763,,balanced,0.7222,0.6921,pear,154.38,44.13,118.34,133.27,150.72,81.98,39.36,38.33,31.11,26.83,17.93,21.13,19.32,40.45,36.61,36.4,73.0
char_04287,female,25,overweight,0.5398,0.1651,0.2982,0.7098,0.4098,0.5965,0.6654,0.4993,0.6392,0.5615,,balanced,0.535,0.5748,rectangle,163.11,45.38,133.9,134.53,149.91,81.34,41.28,36.8,31.13,28.0,18.35,21.19,20.84,42.03,38.15,39.98,78.12
char_04290,female,32,athletic_hyper,0.1003,0.8724,0.364,0.5209,0.6178,0.5424,0.5308,0.5508,0.3433,0.3178,,push_dominant,0.883,0.8483,pear,165.86,37.49,108.15,91.06,112.27,64.33,33.76,34.67,26.63,22.01,15.11,23.42,20.52,43.93,40.35,41.08,81.41
char_04437,female,25,athletic_lean,0.101,0.586,0.321,0.3901,0.4308,0.4753,0.4319,0.4556,0.6901,0.4594,,lower_dominant,0.6333,0.5776,pear,157.04,34.61,94.07,87.34,106.08,60.26,32.08,29.13,24.63,22.94,15.07,21.73,21.74,43.46,37.5,37.81,75.3
char_04466,female,33,athletic_lean,0.0697,0.6343,0.2785,0.2442,0.2123,0.2046,0.0488,0.3488,0.0579,0.106,,balanced,0.6406,0.5858,pear,144.56,34.95,104.09,84.01,102.07,58.26,29.8,32.33,24.78,20.04,14.2,19.52,16.27,35.79,31.86,30.52,62.37
char_04477,female,28,obese,0.7584,0.2525,0.2929,0.603,0.3234,0.4303,0.3235,0.6234,0.5623,0.5773,,balanced,0.222,0.2627,apple,154.9,52.39,148.64,158.36,171.04,91.7,43.38,46.29,36.18,30.91,19.97,21.95,20.19,42.14,35.57,35.0,70.56
char_04549,female,22,obese,0.8838,0.3116,0.2951,0.5476,0.391,0.6045,0.691,0.468,0.4478,0.6115,,balanced,0.4449,0.2633,apple,161.49,55.93,150.44,175.78,192.39,103.96,50.04,45.61,36.64,30.97,20.47,20.97,19.42,40.39,38.15,40.19,78.33
char_04573,female,24,obese,0.9094,0.2439,0.3213,0.5736,0.308,0.3587,0.4045,0.2897,0.2736,0.4658,,balanced,0.2635,0.4933,apple,158.45,57.89,295.16,175.4,189.97,102.63,48.7,45.35,36.67,30.95,20.56,20.13,18.8,38.92,35.94,37.41,73.34
char_04598,female,25,normal,0.1935,0.2262,0.2944,0.4555,0.4987,0.4353,0.7219,0.6325,0.7353,0.4813,,balanced,0.6617,0.483,pear,157.76,36.21,95.74,97.19,111.88,61.51,35.24,32.34,26.74,24.66,16.07,22.39,21.44,43.83,35.78,40.53,76.3
char_04603,female,36,athletic_hyper,0.1232,0.9528,0.3467,0.3306,0.3496,0.3364,0.6193,0.6306,0.4359,0.5699,,balanced,0.2395,0.8672,v_shape,159.63,38.09,99.85,90.71,106.43,61.6,36.39,38.18,28.47,24.05,15.86,23.88,20.83,44.71,36.67,41.37,78.03
char_04618,female,34,obese,0.8489,0.2119,0.2981,0.5176,0.2983,0.2409,0.2994,0.5311,0.5409,0.3899,,balanced,0.7939,0.4673,apple,152.28,55.26,294.32,173.27,190.13,102.13,45.68,48.08,37.71,32.62,20.81,21.4,20.15,41.55,33.28,34.86,68.13
char_04659,female,40,obese,0.6709,0.165,0.2913,0.4906,0.331,0.3026,0.4388,0.5445,0.4514,0.6026,,balanced,0.4022,0.6697,apple,153.43,48.69,136.55,147.46,160.86,86.09,42.8,43.18,34.1,28.97,19.11,21.4,19.36,40.76,33.79,36.47,70.25
char_04674,female,37,normal,0.2873,0.2475,0.2947,0.5343,0.3199,0.6143,0.3479,0.5222,0.3673,0.3143,,balanced,0.6673,0.3089,pear,157.52,39.03,116.45,108.96,126.38,70.51,34.4,34.93,27.88,23.73,16.16,21.22,18.85,40.07,38.19,35.47,73.65
char_04701,female,37,overweight,0.3918,0.2753,0.2978,0.3507,0.5055,0.3519,0.2742,0.2055,0.326,0.4743,,balanced,0.5754,0.4227,rectangle,151.63,41.51,116.1,119.85,134.43,73.8,36.61,32.79,28.18,25.32,17.01,19.13,18.59,37.72,34.77,34.53,69.3
char_04715,female,36,normal,0.3052,0.1353,0.2996,0.5806,0.4346,0.6745,0.7223,0.4652,0.5935,0.7346,,balanced,0.3436,0.7781,v_shape,163.02,38.63,107.76,106.34,121.68,67.97,36.83,30.48,26.71,24.42,16.45,21.15,20.55,41.69,39.27,40.85,80.11
char_04770,female,17,overweight,0.4387,0.2556,0.3209,0.3717,0.5874,0.6607,0.411,0.6717,0.4281,0.5322,,balanced,0.2551,0.8296,v_shape,158.71,42.11,109.56,120.84,136.39,76.16,37.21,39.58,30.7,25.39,17.2,23.31,19.92,43.23,40.02,37.57,77.58
char_04800,female,25,athletic_hyper,0.0898,0.839,0.2738,0.0209,0.1283,0.195,0.1877,0.0875,0.2735,0.2612,,balanced,0.6125,0.3066,rectangle,142.76,36.3,94.69,89.06,107.61,61.89,33.04,30.81,25.6,23.72,15.51,17.91,17.78,35.69,31.48,32.11,63.59
char_04809,female,16,athletic_lean,0.1018,0.5967,0.2955,0.8,0.5616,0.5305,0.7428,0.6505,0.7939,0.5795,,balanced,0.5816,0.5938,rectangle,163.4,35.99,110.39,87.36,102.82,57.68,33.24,30.0,25.15,23.21,15.18,22.25,21.88,44.14,37.1,40.9,77.99
char_04853,female,25,athletic_lean,0.0696,0.5024,0.2409,0.7832,0.9271,0.8111,0.8951,0.735,0.7333,0.9462,,balanced,0.222,0.6124,v_shape,161.78,34.18,94.31,81.48,95.95,54.97,31.62,26.95,23.05,20.12,14.22,21.71,20.16,41.87,38.44,40.52,78.96
char_04926,female,24,normal,0.2282,0.1716,0.2936,0.4512,0.578,0.7451,0.5775,0.7462,0.7512,0.5724,,balanced,0.7661,0.2818,pear,159.5,36.64,94.85,102.48,120.2,66.9,33.33,33.79,27.44,24.77,16.24,23.26,21.55,44.81,39.96,38.61,78.56
char_04988,female,16,obese,0.6913,0.2582,0.2935,0.3246,0.4915,0.6246,0.3602,0.4578,0.5723,0.3531,,balanced,0.6345,0.2796,apple,154.66,48.73,127.52,154.83,172.6,93.85,42.65,42.42,34.42,30.53,19.62,21.07,20.25,41.32,38.31,35.59,73.88
char_05058,female,15,normal,0.2795,0.1236,0.2965,0.4315,0.3753,0.6753,0.4463,0.6418,0.663,0.3976,,balanced,0.3888,0.3415,apple,157.5,37.76,101.63,105.56,120.99,67.87,33.94,34.84,28.26,25.55,16.66,22.46,20.98,43.44,39.1,36.92,76.01
char_05104,female,18,normal,0.1821,0.1664,0.3265,0.665,0.6116,0.3668,0.365,0.6527,0.3959,0.5431,,balanced,0.608,0.852,rectangle,158.94,36.22,111.89,94.78,109.03,60.14,31.25,33.11,26.22,21.88,15.25,22.9,19.83,42.73,36.25,37.12,73.36
char_05123,female,18,obese,0.9566,0.2943,0.2974,0.3364,0.3635,0.4038,0.4042,0.5501,0.6364,0.5968,,balanced,0.6937,0.5086,apple,152.59,56.97,145.62,185.44,203.64,111.28,48.87,50.15,39.42,34.26,21.67,21.86,20.81,42.67,35.48,36.31,71.77
char_05125,female,23,obese,0.8475,0.1646,0.2678,0.5223,0.6216,0.6621,0.3789,0.6789,0.6293,0.638,,balanced,0.8575,0.2269,apple,154.18,53.21,141.06,175.12,194.19,104.92,44.93,47.19,37.1,31.63,20.54,21.97,20.07,42.04,37.65,34.65,72.29
char_05130,female,38,athletic_hyper,0.0873,0.7374,0.2613,0.7779,0.7978,0.6166,0.5966,0.7937,0.641,0.4978,,lower_dominant,0.6803,0.8007,pear,158.68,35.1,108.02,86.61,105.97,60.35,31.91,32.51,25.29,21.29,14.66,22.49,20.08,42.57,36.68,37.28,73.95
char_05151,female,26,normal,0.3221,0.1693,0.2942,0.2761,0.3327,0.3793,0.5761,0.4009,0.3006,0.4169,,balanced,0.2378,0.6141,apple,154.31,38.96,103.58,108.01,121.41,67.48,37.57,33.98,27.74,23.85,16.35,20.56,18.35,38.92,35.0,38.5,73.49
char_05176,female,25,obese,0.9535,0.197,0.275,0.4146,0.3005,0.3187,0.1473,0.3649,0.3879,0.4379,,balanced,0.5958,0.8232,apple,148.03,58.5,289.86,182.59,200.53,112.71,47.21,48.44,38.33,32.86,21.27,19.63,18.51,38.14,33.27,31.73,64.99
char_05225,female,17,overweight,0.5326,0.2916,0.2943,0.6875,0.5561,0.7296,0.4296,0.6025,0.5362,0.4893,,balanced,0.5581,0.6376,rectangle,161.08,45.8,133.91,134.63,152.16,83.78,38.88,39.38,31.68,27.12,18.04,21.83,20.04,41.86,39.76,36.6,76.36
char_05291,female,23,obese,0.7262,0.1768,0.2935,0.6806,0.6705,0.3806,0.5069,0.4455,0.4272,0.6588,,balanced,0.634,0.4221,apple,157.77,51.07,147.66,157.65,171.69,91.6,43.84,40.86,33.61,28.62,19.22,20.61,19.23,39.84,34.99,37.53,72.51
char_05331,female,35,obese,0.8746,0.3299,0.292,0.5689,0.3801,0.2797,0.5679,0.5518,0.2689,0.5102,,balanced,0.7188,0.538,apple,156.27,57.14,283.44,176.0,192.84,104.35,49.48,48.82,37.3,30.17,20.18,21.31,18.1,39.41,33.58,38.26,71.83
char_05397,female,28,normal,0.2455,0.1725,0.2955,0.5347,0.6213,0.3852,0.342,0.642,0.4782,0.342,,balanced,0.4799,0.7371,rectangle,154.14,37.57,109.61,101.48,115.05,63.62,32.67,34.79,27.59,23.75,16.02,22.19,19.66,41.86,35.09,35.36,70.45
char_05461,female,24,obese,0.6466,0.3154,0.2897,0.4803,0.6942,0.3998,0.4761,0.4116,0.6998,0.5014,,balanced,0.4995,0.4831,apple,154.47,48.42,130.97,147.63,161.17,86.66,42.51,39.41,33.26,30.4,19.4,20.56,21.05,41.61,35.07,36.93,71.99
char_05476,female,14,overweight,0.4933,0.2625,0.2932,0.4239,0.3325,0.2494,0.3503,0.4943,0.5494,0.4064,,balanced,0.7528,0.6049,pear,151.21,44.19,124.72,130.74,146.13,78.53,39.01,39.65,31.82,28.33,18.24,21.13,20.09,41.22,33.17,35.33,68.49
char_05479,female,40,overweight,0.5783,0.3047,0.3225,0.2863,0.3489,0.5863,0.3855,0.3358,0.5026,0.5676,,balanced,0.2352,0.8252,apple,157.13,45.93,119.63,136.22,152.22,84.19,41.08,38.2,31.98,28.76,18.69,20.9,20.44,41.34,39.08,37.28,76.35
char_05557,female,17,normal,0.3091,0.2347,0.2961,0.479,0.6292,0.5875,0.7105,0.4105,0.4363,0.6394,,balanced,0.5851,0.8475,rectangle,160.49,39.06,105.41,108.66,125.23,69.51,37.61,30.86,26.61,23.48,16.18,20.68,19.35,40.04,37.96,40.5,78.45
char_05558,female,28,obese,0.8535,0.3008,0.2927,0.5006,0.3552,0.3629,0.533,0.2994,0.233,0.3747,,balanced,0.8515,0.4434,apple,156.73,55.83,156.06,175.64,194.41,105.36,49.22,44.6,35.76,29.87,20.03,19.51,17.83,37.34,34.76,37.84,72.59
char_05627,female,20,athletic_hyper,0.0679,0.9839,0.2104,0.0279,0.2252,0.2468,0.1121,0.1006,0.0142,0.1278,,balanced,0.5697,0.3783,rectangle,136.41,36.48,98.92,87.69,107.96,63.23,32.43,32.82,25.68,21.8,15.09,16.38,14.52,30.9,29.28,28.11,57.39
char_05640,female,28,underweight,0.073,0.1626,0.2976,0.6572,0.3954,0.427,0.3572,0.4593,0.5992,0.5285,,balanced,0.492,0.5,rectangle,156.3,32.53,102.28,79.85,94.4,51.97,27.47,25.63,22.57,20.93,14.44,20.88,20.53,41.41,35.7,35.68,71.38
char_05644,female,35,normal,0.2431,0.2309,0.2948,0.2799,0.3783,0.2333,0.43,0.5333,0.3215,0.525,,balanced,0.8291,0.5062,pear,150.34,37.37,99.28,103.3,118.91,64.75,34.94,35.04,27.46,23.14,15.84,21.55,18.53,40.08,33.04,36.49,69.52
char_05692,female,26,obese,0.8319,0.2717,0.2975,0.3271,0.6223,0.3878,0.3391,0.4222,0.3223,0.3596,,balanced,0.6405,0.2493,apple,152.4,53.4,141.09,171.67,187.91,101.75,46.11,46.09,36.22,30.31,20.08,20.76,18.59,39.35,35.28,35.42,70.69
char_05699,female,30,athletic_hyper,0.1072,0.8343,0.2026,0.6594,0.5149,0.3594,0.5113,0.471,0.4272,0.4559,,upper_dominant,0.6407,0.8628,rectangle,147.62,38.22,117.2,89.79,105.33,59.9,33.03,33.08,26.31,22.78,15.36,18.64,17.2,35.84,30.5,33.27,63.76
