char_id,gender,fat_score,muscle_score,hip_score,waist_def_score,height_score,shoulder_w,waist_w,hip_w,hip_over_shoulder,waist_over_hip,waist_over_shoulder,chest_circ_cm,waist_circ_cm,hip_circ_cm
char_22942,male,0.3996,0.1754,0.3372,0.6347,0.4464,0.3281,0.1895,0.2246,0.6845,0.8435,0.5774,119.98,117.7,129.83
char_22957,male,0.5565,0.1684,0.2023,0.6766,0.4297,0.3301,0.2246,0.2441,0.7396,0.92,0.6805,116.13,133.82,145.61
char_22961,male,0.9655,0.3216,0.6648,0.3321,0.4382,0.3379,0.2871,0.3145,0.9306,0.913,0.8497,281.36,188.97,207.69
char_22998,male,0.0882,0.1131,0.8661,0.386,0.4307,0.2988,0.123,0.1855,0.6209,0.6632,0.4118,102.06,81.15,99.02
char_23019,male,0.3067,0.1669,0.4369,0.7642,0.4251,0.3223,0.1855,0.2207,0.6848,0.8407,0.5758,100.39,107.66,121.69
char_23027,male,0.1189,0.4,0.8529,0.4079,0.4293,0.3223,0.1465,0.2012,0.6242,0.7282,0.4545,115.83,92.11,108.11
char_23103,male,0.1861,0.2235,0.5085,0.5821,0.4256,0.3379,0.1504,0.1895,0.5607,0.7938,0.4451,109.55,96.49,112.16
char_23128,male,0.2726,0.1853,0.4051,0.6357,0.4284,0.3242,0.1738,0.2129,0.6566,0.8165,0.5361,102.01,104.47,120.21
char_23176,male,0.9435,0.2983,0.8875,0.7622,0.3843,0.334,0.291,0.3262,0.9766,0.8922,0.8713,271.25,187.19,208.88
char_23230,male,0.6839,0.3046,0.3603,0.6659,0.4259,0.334,0.248,0.2754,0.8246,0.9007,0.7427,136.6,150.81,167.0
char_23231,male,0.1907,0.2604,0.66,0.4972,0.4281,0.3379,0.1504,0.2012,0.5954,0.7476,0.4451,110.26,99.09,116.96
char_23247,male,0.0875,0.1193,0.8584,0.8722,0.4541,0.3027,0.123,0.1855,0.6129,0.6632,0.4065,98.48,79.05,97.63
char_23314,male,0.6566,0.2815,0.4534,0.3377,0.4219,0.3398,0.2402,0.2637,0.7759,0.9111,0.7069,124.02,150.18,166.65
char_23321,male,0.1832,0.2618,0.4881,0.8713,0.416,0.3281,0.1484,0.2012,0.6131,0.7379,0.4524,114.97,95.84,111.99
char_23365,male,0.0945,0.7846,0.2215,0.8683,0.41,0.3301,0.1426,0.209,0.6331,0.6822,0.432,129.2,88.93,107.4
char_23395,male,0.1767,0.1578,0.7195,0.27,0.4341,0.3359,0.1504,0.1895,0.564,0.7938,0.4477,102.81,97.11,113.62
char_23440,male,0.5024,0.2589,0.8281,0.8977,0.4481,0.3438,0.1992,0.2441,0.7102,0.816,0.5795,130.23,132.82,152.66
char_23511,male,0.3118,0.2118,0.4885,0.2841,0.4228,0.3203,0.1895,0.2207,0.689,0.8584,0.5915,106.29,111.1,123.69
char_23514,male,0.549,0.3293,0.6255,0.8871,0.4626,0.3418,0.209,0.252,0.7371,0.8295,0.6114,127.98,137.5,156.82
char_23536,male,0.6363,0.3069,0.382,0.8897,0.4999,0.3477,0.2246,0.252,0.7247,0.8915,0.6461,136.28,144.63,161.04
char_23565,male,0.9513,0.1914,0.64,0.8686,0.3956,0.3379,0.2949,0.3223,0.9538,0.9152,0.8728,271.34,182.41,200.27
char_23567,male,0.774,0.2879,0.8241,0.6024,0.4333,0.3457,0.2637,0.2871,0.8305,0.9184,0.7627,129.35,165.73,185.28
char_23674,male,0.476,0.22,0.5442,0.4236,0.4299,0.3418,0.2051,0.2363,0.6914,0.8678,0.6,115.6,129.24,144.96
char_23713,male,0.1022,0.6145,0.8443,0.525,0.4276,0.3145,0.1543,0.2246,0.7143,0.687,0.4907,100.91,92.14,111.58
char_23748,male,0.8463,0.1568,0.5956,0.3225,0.4299,0.3535,0.2715,0.2832,0.8011,0.9586,0.768,130.51,172.17,189.82
char_23750,male,0.7134,0.2734,0.8387,0.8356,0.3657,0.334,0.2559,0.291,0.8713,0.8792,0.7661,134.2,157.73,177.55
char_23754,male,0.8088,0.2128,0.8159,0.8003,0.426,0.3379,0.2598,0.2988,0.8844,0.8693,0.7688,276.61,168.44,188.17
char_23816,male,0.7,0.2667,0.6554,0.4534,0.4349,0.3379,0.2598,0.2793,0.8266,0.9301,0.7688,127.93,155.83,171.88
char_23822,male,0.7175,0.2219,0.5248,0.8294,0.4327,0.332,0.2324,0.2715,0.8176,0.8561,0.7,144.2,154.92,170.81
char_23832,male,0.0386,0.1273,0.8751,0.7537,0.4286,0.3086,0.1035,0.1738,0.5633,0.5955,0.3354,84.84,70.59,92.07
char_23841,male,0.7,0.2159,0.6807,0.3877,0.4286,0.334,0.248,0.2754,0.8246,0.9007,0.7427,132.23,155.94,174.17
char_23854,male,0.5608,0.2633,0.2481,0.2335,0.4276,0.3438,0.2246,0.2402,0.6989,0.935,0.6534,123.04,137.27,148.65
char_23922,male,0.259,0.207,0.4028,0.8783,0.2856,0.3027,0.1777,0.2363,0.7806,0.7521,0.5871,101.59,103.27,119.89
char_23926,male,0.092,0.8151,0.7483,0.7126,0.4292,0.3418,0.1523,0.209,0.6114,0.729,0.4457,120.18,92.35,107.81
char_23939,male,0.2022,0.2679,0.8084,0.3611,0.4298,0.3301,0.1621,0.2168,0.6568,0.7477,0.4911,110.51,101.25,118.81
char_24012,male,0.7076,0.2272,0.7141,0.7521,0.5263,0.3418,0.2441,0.2754,0.8057,0.8865,0.7143,129.26,156.14,175.7
char_24039,male,0.2922,0.199,0.6501,0.6371,0.4279,0.3359,0.1816,0.2246,0.6686,0.8087,0.5407,98.16,108.19,126.34
char_24048,male,0.4179,0.2638,0.4236,0.6971,0.4238,0.3223,0.2051,0.2441,0.7576,0.84,0.6364,109.94,120.83,136.5
char_24062,male,0.8242,0.2508,0.7173,0.3434,0.4332,0.3379,0.2754,0.291,0.8613,0.9463,0.815,133.97,171.14,188.78
char_24216,male,0.5718,0.299,0.5346,0.4508,0.4279,0.3379,0.2285,0.2559,0.7572,0.8931,0.6763,129.61,140.28,153.86
char_24287,male,0.9278,0.2064,0.7822,0.4423,0.4275,0.3457,0.2832,0.2988,0.8644,0.9477,0.8192,272.51,182.96,200.91
char_24293,male,0.0653,0.852,0.496,0.3476,0.429,0.334,0.1387,0.1973,0.5906,0.703,0.4152,130.52,87.98,106.27
char_24327,male,0.1101,0.1083,0.7819,0.3489,0.43,0.3184,0.1387,0.1895,0.5951,0.732,0.4356,86.78,85.19,103.83
char_24384,male,0.7323,0.2689,0.5147,0.3607,0.4242,0.3379,0.2441,0.2793,0.8266,0.8741,0.7225,147.65,159.09,176.38
char_24385,male,0.3063,0.152,0.8066,0.2439,0.4063,0.3262,0.1934,0.2324,0.7126,0.8319,0.5928,97.47,112.08,127.74
char_24397,male,0.6738,0.179,0.7244,0.8121,0.4431,0.3457,0.2324,0.2559,0.7401,0.9084,0.6723,119.52,150.8,169.32
char_24458,male,0.7636,0.2471,0.7737,0.5045,0.428,0.3379,0.2715,0.2949,0.8728,0.9205,0.8035,127.83,164.29,184.45
char_24480,male,0.459,0.2076,0.6438,0.24,0.3601,0.3066,0.2168,0.2676,0.8726,0.8102,0.707,110.77,128.28,143.93
char_24506,male,0.7055,0.2427,0.2917,0.3188,0.428,0.3262,0.2441,0.2715,0.8323,0.8993,0.7485,139.66,153.05,166.23
char_24520,male,0.4062,0.3051,0.8194,0.7588,0.4262,0.334,0.2012,0.2402,0.7193,0.8374,0.6023,114.59,122.29,140.03
char_24522,male,0.3252,0.1487,0.8256,0.6689,0.4437,0.3262,0.1738,0.2207,0.6766,0.7876,0.5329,116.96,112.18,129.18
char_24549,male,0.6816,0.2153,0.6445,0.2928,0.4156,0.3418,0.2559,0.2754,0.8057,0.9291,0.7486,123.64,153.55,169.37
char_24584,male,0.1801,0.1613,0.3361,0.4763,0.4284,0.3301,0.1504,0.1973,0.5976,0.7624,0.4556,111.77,94.95,109.94
char_24668,male,0.7168,0.2947,0.6502,0.5677,0.427,0.3457,0.248,0.2715,0.7853,0.9137,0.7175,273.65,157.26,173.79
char_24670,male,0.246,0.2872,0.5166,0.7577,0.4292,0.3301,0.1777,0.2168,0.6568,0.8198,0.5385,105.03,102.96,117.1
char_24672,male,0.2945,0.1741,0.5393,0.7006,0.4278,0.3301,0.1777,0.2168,0.6568,0.8198,0.5385,97.46,107.17,123.04
char_24677,male,0.5247,0.237,0.236,0.6398,0.4273,0.332,0.2207,0.2441,0.7353,0.904,0.6647,111.93,131.78,146.26
char_24726,male,0.6913,0.2741,0.4769,0.6849,0.4249,0.334,0.2441,0.2715,0.8129,0.8993,0.731,138.24,151.98,167.78
char_24754,male,0.6569,0.3224,0.7501,0.8607,0.4558,0.3359,0.2285,0.2676,0.7965,0.854,0.6802,144.25,150.49,168.41
char_24774,male,0.308,0.1771,0.4565,0.8065,0.4318,0.334,0.1816,0.2207,0.6608,0.823,0.5439,103.0,108.59,124.75
char_24783,male,0.7818,0.2858,0.305,0.5159,0.4139,0.332,0.252,0.2793,0.8412,0.9021,0.7588,151.74,161.87,177.02
char_24801,male,0.8985,0.2407,0.3236,0.3917,0.4304,0.3418,0.2793,0.2949,0.8629,0.947,0.8171,271.67,175.19,190.19
char_24865,male,0.739,0.222,0.6707,0.2534,0.4257,0.3379,0.248,0.2754,0.815,0.9007,0.7341,142.63,161.51,178.1
char_24899,male,0.5276,0.2499,0.5335,0.3331,0.4311,0.3301,0.2246,0.252,0.7633,0.8915,0.6805,123.36,135.45,148.65
char_24929,male,0.8443,0.3005,0.5632,0.6606,0.4227,0.3477,0.2754,0.2949,0.8483,0.9338,0.7921,262.88,170.94,188.01
char_24950,male,0.2538,0.2736,0.2643,0.6772,0.4263,0.3281,0.1621,0.209,0.6369,0.7757,0.494,119.24,102.44,116.69
char_24951,male,0.5317,0.2994,0.8409,0.8692,0.4764,0.3477,0.2129,0.248,0.7135,0.8583,0.6124,125.16,136.51,155.39
char_24972,male,0.6776,0.2307,0.7019,0.4482,0.4246,0.3379,0.2441,0.2754,0.815,0.8865,0.7225,136.46,153.69,172.54
char_25000,male,0.9585,0.2031,0.5713,0.7156,0.425,0.3418,0.2949,0.3184,0.9314,0.9264,0.8629,269.45,183.56,202.05
char_25039,male,0.0549,0.0693,0.3456,0.5853,0.4298,0.2949,0.1113,0.166,0.5629,0.6706,0.3775,79.47,70.84,87.61
char_25045,male,0.0823,0.8641,0.5829,0.7079,0.4719,0.3301,0.1426,0.209,0.6331,0.6822,0.432,113.13,90.11,113.81
char_25158,male,0.1837,0.2217,0.594,0.5727,0.4282,0.3223,0.1582,0.2051,0.6364,0.7714,0.4909,102.03,97.46,114.07
char_25169,male,0.5497,0.215,0.6581,0.5324,0.4302,0.3418,0.2129,0.248,0.7257,0.8583,0.6229,133.07,138.19,155.68
char_25187,male,0.0236,0.1496,0.3993,0.2988,0.4283,0.2832,0.1113,0.1719,0.6069,0.6477,0.3931,85.91,68.57,83.76
char_25198,male,0.1238,0.7699,0.6082,0.468,0.3495,0.332,0.166,0.2207,0.6647,0.7522,0.5,116.01,97.44,113.61
char_25218,male,0.9129,0.2257,0.2857,0.3588,0.4194,0.3418,0.2715,0.2949,0.8629,0.9205,0.7943,273.09,176.51,190.47
char_25311,male,0.1215,0.8061,0.4235,0.682,0.4283,0.334,0.1582,0.209,0.6257,0.757,0.4737,123.04,97.12,113.47
char_25407,male,0.6887,0.2077,0.643,0.7833,0.4495,0.3379,0.2402,0.2676,0.7919,0.8978,0.711,128.79,152.4,170.97
char_25416,male,0.0723,0.4915,0.482,0.4156,0.4631,0.3203,0.1445,0.1934,0.6037,0.7475,0.4512,102.29,83.29,96.12
char_25433,male,0.0823,0.8315,0.4106,0.6705,0.4541,0.3398,0.1426,0.207,0.6092,0.6887,0.4195,125.14,88.92,109.58
char_25490,male,0.9288,0.2451,0.7119,0.3599,0.4109,0.3457,0.2871,0.3105,0.8983,0.9245,0.8305,273.31,184.17,203.54
char_25534,male,0.869,0.2455,0.4998,0.479,0.4285,0.3359,0.2793,0.2949,0.8779,0.947,0.8314,273.61,173.1,188.51
char_25595,male,0.1005,0.5168,0.2679,0.3837,0.359,0.3027,0.1504,0.2129,0.7032,0.7064,0.4968,100.24,85.63,101.52
char_25687,male,0.919,0.2696,0.6133,0.5244,0.4348,0.3457,0.2871,0.3066,0.887,0.9363,0.8305,265.88,181.0,197.92
char_25713,male,0.8107,0.1986,0.3524,0.76,0.4317,0.3379,0.252,0.2832,0.8382,0.8897,0.7457,142.55,163.84,180.38
char_25724,male,0.1821,0.2574,0.4783,0.8286,0.4641,0.334,0.1582,0.2051,0.614,0.7714,0.4737,96.28,96.23,113.79
char_25737,male,0.4312,0.2376,0.7,0.7579,0.4263,0.3262,0.1934,0.2363,0.7246,0.8182,0.5928,122.41,123.53,139.12
char_25777,male,0.3166,0.1246,0.4828,0.5796,0.4174,0.3262,0.1738,0.2207,0.6766,0.7876,0.5329,108.7,109.45,125.89
char_25811,male,0.2225,0.2204,0.6934,0.7185,0.4326,0.3242,0.166,0.2168,0.6687,0.7658,0.512,103.56,100.44,115.95
char_25844,male,0.7675,0.2586,0.4046,0.8963,0.4807,0.3574,0.2402,0.2617,0.7322,0.9179,0.6721,266.11,159.47,175.95
char_25887,male,0.9506,0.2786,0.6087,0.5751,0.4287,0.3418,0.2871,0.3145,0.92,0.913,0.84,275.45,184.38,201.69
char_25900,male,0.3851,0.2863,0.6174,0.6211,0.4524,0.3477,0.1855,0.2129,0.6124,0.8716,0.5337,105.53,119.14,135.91
char_25903,male,0.0753,0.1259,0.3502,0.3795,0.4282,0.3066,0.1152,0.166,0.5414,0.6941,0.3758,92.35,76.52,92.12
char_26000,male,0.9019,0.1693,0.3887,0.5942,0.4314,0.3418,0.2676,0.293,0.8571,0.9133,0.7829,276.09,175.57,192.29
char_26023,male,0.8225,0.274,0.4682,0.3986,0.4279,0.3379,0.2559,0.291,0.8613,0.8792,0.7572,275.58,168.74,184.45
char_26025,male,0.2879,0.2245,0.7754,0.5673,0.4307,0.3359,0.1816,0.2207,0.657,0.823,0.5407,101.46,109.63,127.53
char_26027,male,0.2426,0.1717,0.6005,0.2482,0.4314,0.3223,0.1777,0.2168,0.6727,0.8198,0.5515,104.84,104.19,119.11
char_26045,male,0.3157,0.2874,0.2221,0.8538,0.4891,0.3379,0.1738,0.209,0.6185,0.8318,0.5145,112.79,108.99,124.49
char_26081,male,0.1866,0.1683,0.3022,0.581,0.4265,0.3301,0.1543,0.2012,0.6095,0.767,0.4675,95.22,94.98,110.26
char_26099,male,0.937,0.2328,0.8147,0.5592,0.4069,0.3379,0.2949,0.3262,0.9653,0.9042,0.8728,270.09,185.21,204.76
char_26110,male,0.1331,0.4447,0.6005,0.7028,0.4283,0.334,0.1504,0.2012,0.6023,0.7476,0.4503,114.31,92.14,107.46
char_26118,male,0.0855,0.7442,0.8319,0.8791,0.3905,0.3262,0.1387,0.2129,0.6527,0.6514,0.4251,126.34,89.14,108.89
char_26159,male,0.8633,0.3244,0.288,0.2698,0.4308,0.3457,0.2793,0.2949,0.8531,0.947,0.8079,262.61,171.89,186.51
char_26240,male,0.1163,0.7195,0.5516,0.3783,0.4137,0.3379,0.1543,0.2129,0.6301,0.7248,0.4566,122.83,95.48,111.84
char_26276,male,0.529,0.2668,0.8325,0.2143,0.4104,0.334,0.2324,0.2637,0.7895,0.8815,0.6959,124.28,138.04,153.69
char_26303,male,0.4237,0.2204,0.6992,0.475,0.4277,0.334,0.209,0.2441,0.731,0.856,0.6257,105.49,123.82,141.23
char_26339,male,0.4612,0.3304,0.3735,0.4076,0.4284,0.3379,0.2012,0.2324,0.6879,0.8655,0.5954,131.07,127.14,139.41
char_26371,male,0.7666,0.1713,0.6594,0.4973,0.5418,0.3457,0.2559,0.2754,0.7966,0.9291,0.7401,130.35,161.88,178.39
char_26396,male,0.6672,0.3027,0.2845,0.4931,0.4185,0.3418,0.2305,0.2559,0.7486,0.9008,0.6743,142.01,148.83,161.05
char_26443,male,0.3113,0.1966,0.8181,0.8685,0.4166,0.334,0.1699,0.2207,0.6608,0.7699,0.5088,117.74,110.12,126.69
char_26490,male,0.0655,0.0584,0.4825,0.7823,0.4281,0.2949,0.1113,0.1719,0.5828,0.6477,0.3775,95.28,72.13,90.16
char_26493,male,0.3191,0.1635,0.662,0.3787,0.4349,0.3184,0.1895,0.2285,0.7178,0.8291,0.5951,98.39,111.43,126.07
char_26511,male,0.9446,0.2277,0.5106,0.3755,0.434,0.3438,0.2949,0.3066,0.892,0.9618,0.858,269.77,182.72,198.35
char_26517,male,0.6917,0.2137,0.2943,0.6125,0.4183,0.3379,0.2441,0.2676,0.7919,0.9124,0.7225,122.91,150.67,166.74
char_26526,male,0.738,0.1813,0.647,0.2875,0.4269,0.3398,0.2441,0.2793,0.8218,0.8741,0.7184,144.82,160.15,177.24
char_26533,male,0.8776,0.3113,0.7532,0.598,0.422,0.3438,0.2793,0.3066,0.892,0.9108,0.8125,263.29,178.27,198.26
char_26548,male,0.5518,0.1667,0.7134,0.425,0.4307,0.334,0.2207,0.2559,0.7661,0.8626,0.6608,115.84,138.16,155.08
char_26593,male,0.8681,0.2647,0.2582,0.7422,0.4294,0.3477,0.2637,0.2793,0.8034,0.9441,0.7584,265.66,169.91,185.79
char_26601,male,0.0454,0.084,0.5716,0.8081,0.4295,0.2949,0.1074,0.1738,0.5894,0.618,0.3642,79.64,69.0,87.27
char_26613,male,0.6958,0.3304,0.5625,0.7394,0.43,0.3496,0.2402,0.2676,0.7654,0.8978,0.6872,134.84,153.97,171.75
char_26640,male,0.3365,0.2312,0.6921,0.4888,0.4296,0.3301,0.1895,0.2246,0.6805,0.8435,0.574,103.93,114.34,130.12
char_26673,male,0.2644,0.2095,0.5269,0.5268,0.4286,0.3223,0.1699,0.2168,0.6727,0.7838,0.5273,102.75,104.69,119.93
char_26713,male,0.7823,0.2083,0.404,0.3518,0.4224,0.3418,0.2598,0.2832,0.8286,0.9172,0.76,138.24,162.93,178.73
char_26730,male,0.3307,0.244,0.7787,0.5258,0.4382,0.3379,0.1777,0.2246,0.6647,0.7913,0.526,115.73,114.41,133.7
char_26738,male,0.6919,0.3024,0.3557,0.4096,0.4328,0.334,0.248,0.2676,0.8012,0.927,0.7427,127.19,151.91,165.63
char_26744,male,0.0559,0.1591,0.481,0.5672,0.4345,0.3027,0.1113,0.1738,0.5742,0.6404,0.3677,99.48,73.86,92.87
char_26754,male,0.0858,0.4771,0.4527,0.584,0.4287,0.3281,0.1387,0.1934,0.5893,0.7172,0.4226,112.21,84.22,98.03
char_26767,male,0.4579,0.3033,0.7449,0.3749,0.4299,0.3418,0.2129,0.248,0.7257,0.8583,0.6229,115.88,129.54,147.46
char_26841,male,0.0933,0.4571,0.2932,0.3853,0.4321,0.3145,0.1309,0.1934,0.6149,0.6768,0.4161,112.86,83.98,101.19
char_26846,male,0.2745,0.1648,0.263,0.3833,0.425,0.3301,0.166,0.209,0.6331,0.7944,0.503,106.07,104.62,118.33
char_26872,male,0.1158,0.7882,0.2636,0.83,0.3003,0.3203,0.1621,0.2285,0.7134,0.7094,0.5061,111.88,92.96,111.68
char_26902,male,0.8892,0.3004,0.4309,0.2772,0.4307,0.334,0.2715,0.3008,0.9006,0.9026,0.8129,279.45,176.74,191.93
char_26943,male,0.0892,0.0138,0.2874,0.3376,0.4283,0.3027,0.127,0.1738,0.5742,0.7303,0.4194,78.45,76.66,91.7
char_26947,male,0.128,0.8094,0.6737,0.5883,0.3783,0.3262,0.1719,0.2441,0.7485,0.704,0.5269,135.1,99.06,118.31
char_26956,male,0.3017,0.2133,0.3855,0.6524,0.4259,0.3379,0.1699,0.209,0.6185,0.8131,0.5029,114.69,107.74,123.26
char_26996,male,0.0775,0.4838,0.5203,0.3633,0.4285,0.3262,0.1309,0.1934,0.5928,0.6768,0.4012,,,
