char_id,gender,morph_key,morph_id,morph_value,height_cm,shoulder_width_cm,hip_width_cm,chest_circ_cm,waist_circ_cm,hip_circ_cm,neck_circ_cm,bicep_circ_cm,forearm_circ_cm,mid_thigh_circ_cm,calf_circ_cm,upper_arm_length_cm,forearm_length_cm,upper_leg_length_cm,lower_leg_length_cm
sens_breast_prox_07_m,male,breast_prox,cc embed morphs/embed_torso101,0.7,179.01,46.89,32.72,87.75,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_scale_02_f,female,hip_scale,cc embed morphs/embed_torso2,-0.04,178.8,47.1,32.47,87.1,75.17,85.9,30.99,25.73,20.66,49.48,28.89,26.43,24.7,45.99,47.15
sens_chest_width_03_m,male,chest_width,cc embed morphs/embed_torso105,-0.05,179.0,46.78,32.72,86.56,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.45,24.68,45.94,47.15
sens_musc_obliques_07_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.7,179.01,46.89,32.72,87.02,75.61,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_neck_00_m,male,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_03_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.3,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,29.57,26.43,24.7,46.0,47.15
sens_upperarm_scale_10_f,female,upperarm_scale,cc embed morphs/embed_arm3,1.0,178.8,47.01,32.76,87.16,75.46,86.52,30.99,34.2,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_width_02_f,female,chest_width,cc embed morphs/embed_torso105,-0.2,178.75,46.48,32.76,85.24,75.46,86.52,30.99,25.74,20.66,49.76,28.89,26.53,24.7,46.0,47.15
sens_chest_width_10_m,male,chest_width,cc embed morphs/embed_torso105,1.0,179.01,50.25,32.72,96.45,75.42,86.45,31.14,25.59,20.57,49.61,28.75,25.95,24.68,45.94,47.15
sens_musc_chest_a_04_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.4,178.8,47.1,32.76,87.76,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_chest_06_f,female,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.6,178.8,47.1,32.76,86.28,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_depth_02_f,female,abdomen_depth,cc embed morphs/embed_torso111,-0.6,178.8,47.1,32.76,87.1,74.8,86.45,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_scale_02_m,male,breast_scale,cc embed morphs/embed_torso102,0.2,179.01,46.89,32.72,90.69,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_10_m,male,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,31.24,26.43,24.68,45.94,47.15
sens_hip_scale_07_f,female,hip_scale,cc embed morphs/embed_torso2,0.61,178.81,47.1,37.2,87.1,79.63,96.13,30.95,25.74,20.67,54.03,28.89,26.43,24.7,46.1,47.15
sens_breast_scale_00_m,male,breast_scale,cc embed morphs/embed_torso102,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_height_01_f,female,chest_height,cc embed morphs/embed_torso112,-0.8,174.86,47.1,32.76,86.84,75.47,86.52,30.94,25.73,20.66,49.76,28.89,26.43,24.69,46.0,47.15
sens_skin_buttocks_02_f,female,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.2,178.8,47.1,32.67,87.1,75.3,85.9,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_shoulder_01_f,female,skin_shoulder,2025-05-07-12-21-11_pack_skinny_shoulder_01,0.1,178.8,47.01,32.76,87.1,75.46,86.52,30.98,25.69,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_len_10_f,female,lower_leg_len,cc embed morphs/embed_leg5,1.0,202.58,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.63,28.68,26.43,24.7,46.44,70.11
sens_abs_line_03_m,male,abs_line,cc embed morphs/embed_torso106,0.3,179.01,46.89,32.72,87.02,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_scale_06_f,female,thigh_scale,cc embed morphs/embed_leg3,0.2,178.8,47.1,33.3,87.12,75.66,88.03,30.98,25.73,20.66,51.32,28.88,26.43,24.7,46.05,47.15
sens_body_builder_06_m,male,body_builder,cc embed morphs/embed_full_body1,0.6,178.72,47.52,34.55,102.06,80.07,93.27,34.81,33.33,23.8,58.21,33.03,26.88,25.2,45.71,46.82
sens_musc_abs_04_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.4,178.8,47.1,32.76,87.1,75.51,86.51,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_prox_00_m,male,breast_prox,cc embed morphs/embed_torso101,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_chest_width_01_f,female,chest_width,cc embed morphs/embed_torso105,-0.35,178.7,45.81,32.76,83.85,75.46,86.52,30.99,25.75,20.66,49.76,28.89,26.6,24.7,46.0,47.15
sens_body_fat_01_f,female,body_fat,cc embed morphs/embed_full_body3,0.1,178.83,47.06,35.15,92.4,84.23,95.01,33.27,27.9,21.93,54.13,30.87,26.43,24.7,46.0,47.15
sens_musc_chest_c_06_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.6,178.8,47.1,32.76,88.92,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_depth_05_f,female,chest_depth,cc embed morphs/embed_torso103,0.25,178.8,47.1,32.76,89.76,75.56,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_thigh_len_04_m,male,thigh_len,cc embed morphs/embed_leg4,-0.2,174.38,46.89,32.74,87.02,75.42,86.4,31.14,25.64,20.57,49.63,28.7,26.43,24.68,41.47,47.02
sens_abdomen_depth_03_m,male,abdomen_depth,cc embed morphs/embed_torso111,-0.4,179.01,46.89,32.72,87.02,74.94,86.4,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_lower_leg_len_09_f,female,lower_leg_len,cc embed morphs/embed_leg5,0.8,197.83,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.65,28.73,26.43,24.7,46.35,65.52
sens_hip_scale_04_m,male,hip_scale,cc embed morphs/embed_torso2,0.22,179.02,46.89,34.3,87.03,76.97,89.9,31.12,25.64,20.57,51.14,28.75,26.43,24.68,45.97,47.15
sens_thigh_len_06_f,female,thigh_len,cc embed morphs/embed_leg4,0.2,183.43,47.1,32.74,87.1,75.46,86.57,30.99,25.73,20.66,49.74,28.94,26.43,24.7,50.47,47.27
sens_lower_leg_scale_09_m,male,lower_leg_scale,cc embed morphs/embed_leg2,0.8,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,34.47,26.43,24.68,45.94,47.15
sens_forearm_scale_05_m,male,forearm_scale,cc embed morphs/embed_arm2,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_abs_01_f,female,musc_abs,2025-05-08-15-26-33_embed_athetic_abs_iso_01,0.1,178.8,47.1,32.76,87.1,75.47,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_00_f,female,upperarm_len,cc embed morphs/embed_arm4,-1.0,178.8,46.78,32.76,87.08,75.46,86.52,30.99,25.73,20.57,49.76,28.89,14.23,24.44,46.0,47.15
sens_thigh_len_03_m,male,thigh_len,cc embed morphs/embed_leg4,-0.4,169.75,46.89,32.75,87.02,75.42,86.35,31.14,25.64,20.57,49.65,28.65,26.43,24.68,36.99,46.9
sens_musc_chest_a_02_m,male,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,0.2,179.01,46.89,32.72,87.3,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_body_thin_05_m,male,body_thin,cc embed morphs/embed_full_body5,0.5,178.91,46.66,31.56,82.97,71.8,81.84,30.09,22.83,18.4,45.05,26.57,26.55,24.63,45.82,47.16
sens_skin_back_09_m,male,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.9,179.01,46.89,32.72,86.19,72.5,86.38,31.12,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_len_09_m,male,thigh_len,cc embed morphs/embed_leg4,0.8,197.54,46.89,32.43,87.02,75.42,86.63,31.14,25.64,20.57,49.54,28.94,26.43,24.68,63.82,47.64
sens_musc_chest_c_03_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.3,178.8,47.1,32.76,87.91,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_len_03_m,male,lower_leg_len,cc embed morphs/embed_leg5,-0.4,169.5,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.66,28.8,26.43,24.68,45.76,37.96
sens_musc_obliques_08_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.8,179.01,46.89,32.72,87.02,75.66,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_chest_b_08_m,male,musc_chest_b,2025-05-08-11-32-58_embed_athetic_chest_02,0.8,179.01,46.89,32.72,89.38,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_thigh_00_f,female,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_calf_07_m,male,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.7,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,25.26,26.43,24.68,45.94,47.15
sens_body_fat_10_f,female,body_fat,cc embed morphs/embed_full_body3,1.0,179.07,47.02,58.11,277.66,166.71,176.92,58.28,48.14,33.54,97.12,49.8,26.43,24.7,46.0,47.15
sens_glute_scale_00_f,female,glute_scale,cc embed morphs/embed_torso1,-1.0,178.8,47.1,32.11,87.1,74.55,82.67,30.99,25.73,20.66,49.46,28.89,26.43,24.7,46.0,47.15
sens_lower_leg_scale_00_m,male,lower_leg_scale,cc embed morphs/embed_leg2,-1.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,21.64,26.43,24.68,45.94,47.15
sens_hip_len_02_f,female,hip_len,cc embed morphs/embed_torso4,-0.6,177.84,47.1,32.76,87.14,75.39,86.47,30.96,25.74,20.67,49.68,28.89,26.43,24.7,45.89,47.15
sens_upperarm_scale_05_f,female,upperarm_scale,cc embed morphs/embed_arm3,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_04_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.4,179.01,47.01,32.72,87.02,75.42,86.45,31.14,25.81,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_arm_04_m,male,skin_arm,2025-05-07-14-12-07_pack_skinny_arm_01,0.4,179.01,47.04,32.72,87.02,75.42,86.45,31.14,24.25,18.73,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_back_00_f,female,skin_back,2025-06-10-17-08-24_pack_skinny_back_02,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_chest_width_05_m,male,chest_width,cc embed morphs/embed_torso105,0.25,179.05,47.75,32.72,89.36,75.42,86.45,31.14,25.63,20.57,49.61,28.75,26.31,24.68,45.94,47.15
sens_lower_leg_len_05_f,female,lower_leg_len,cc embed morphs/embed_leg5,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_muscular_06_f,female,body_muscular,cc embed morphs/embed_full_body6,0.6,178.8,47.1,33.9,95.2,77.59,88.78,33.16,28.72,21.28,53.81,31.53,26.43,24.7,46.0,47.15
sens_musc_chest_c_09_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.9,178.8,47.1,32.76,90.11,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_09_f,female,abdomen_scale,cc embed morphs/embed_torso113,0.8,178.8,47.1,33.1,87.1,82.32,88.4,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_shoulder_03_m,male,musc_shoulder,2025-05-05-12-22-16_embed_athetic_shoulder_01,0.3,179.01,47.03,32.72,87.02,75.42,86.45,31.14,25.77,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_calf_05_m,male,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.5,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,26.24,26.43,24.68,45.94,47.15
sens_skin_spine_06_f,female,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.6,178.8,47.1,32.76,87.3,75.46,86.51,30.85,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_breast_prox_01_m,male,breast_prox,cc embed morphs/embed_torso101,0.1,179.01,46.89,32.72,87.04,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_len_07_f,female,thigh_len,cc embed morphs/embed_leg4,0.4,188.07,47.1,32.48,87.1,75.46,86.61,30.99,25.73,20.66,49.72,28.99,26.43,24.7,54.95,47.4
sens_abdomen_scale_10_f,female,abdomen_scale,cc embed morphs/embed_torso113,1.0,178.8,47.1,33.19,87.1,84.06,88.88,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_fat_07_m,male,body_fat,cc embed morphs/embed_full_body3,0.7,179.2,46.99,50.06,124.42,138.53,148.08,48.6,41.06,29.48,81.58,43.05,26.43,24.68,45.94,47.15
sens_musc_obliques_01_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.1,179.01,46.89,32.72,87.02,75.43,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_thigh_scale_04_m,male,thigh_scale,cc embed morphs/embed_leg3,-0.2,179.01,46.89,32.18,87.0,75.21,84.97,31.14,25.64,20.56,48.06,28.76,26.43,24.68,45.89,47.15
sens_musc_chest_c_10_f,female,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,1.0,178.8,47.1,32.76,90.54,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_thigh_06_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.6,179.01,46.89,31.49,87.02,74.37,84.7,31.14,25.64,20.57,45.47,28.75,26.43,24.68,45.94,47.15
sens_chest_width_04_f,female,chest_width,cc embed morphs/embed_torso105,0.1,178.82,47.39,32.76,88.03,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.39,24.7,46.0,47.15
sens_skin_thigh_10_m,male,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,1.0,179.01,46.89,30.5,87.02,73.86,84.04,31.14,25.64,20.57,42.88,28.75,26.43,24.68,45.94,47.15
sens_upperarm_scale_06_f,female,upperarm_scale,cc embed morphs/embed_arm3,0.2,178.8,47.02,32.76,87.11,75.46,86.52,30.99,27.42,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_body_thin_02_f,female,body_thin,cc embed morphs/embed_full_body5,0.2,178.76,46.94,32.28,85.45,73.99,84.6,30.57,24.57,19.77,47.9,28.0,26.48,24.68,45.95,47.16
sens_hip_love_handles_02_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.2,179.01,46.89,32.72,87.02,76.0,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_thigh_06_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.6,178.8,47.1,31.52,87.1,74.41,84.76,30.99,25.73,20.66,45.59,28.89,26.43,24.7,46.0,47.15
sens_upperarm_scale_02_f,female,upperarm_scale,cc embed morphs/embed_arm3,-0.6,178.8,47.09,32.76,87.06,75.46,86.52,30.99,20.68,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_00_f,female,abdomen_scale,cc embed morphs/embed_torso113,-1.0,178.8,47.1,32.33,87.1,67.14,84.27,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_height_01_m,male,pectoral_height,cc embed morphs/embed_torso115,0.1,179.02,46.89,32.72,87.11,75.41,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_10_f,female,shoulder_scale,cc embed morphs/embed_arm101,1.0,178.8,47.0,32.76,87.32,75.46,86.52,30.99,28.75,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_01_m,male,glute_scale,cc embed morphs/embed_torso1,-0.8,179.01,46.89,32.19,87.02,74.66,83.23,31.14,25.64,20.57,49.37,28.75,26.43,24.68,45.94,47.15
sens_body_builder_02_m,male,body_builder,cc embed morphs/embed_full_body1,0.2,178.99,47.15,33.31,91.93,76.92,88.64,32.29,28.1,21.62,52.39,30.12,26.58,24.85,45.86,47.04
sens_skin_thigh_07_f,female,skin_thigh,2025-06-10-17-18-17_pack_skinny_thigh_02,0.7,178.8,47.1,31.31,87.1,74.27,84.56,30.99,25.73,20.66,44.93,28.89,26.43,24.7,46.0,47.15
sens_musc_neck_10_f,female,musc_neck,2025-05-05-13-47-33_embed_athetic_chest_01,1.0,178.8,47.1,32.76,87.1,75.46,86.52,31.26,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abdomen_scale_08_m,male,abdomen_scale,cc embed morphs/embed_torso113,0.6,179.01,46.89,32.98,87.02,80.51,87.85,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_hip_len_04_m,male,hip_len,cc embed morphs/embed_torso4,-0.2,178.69,46.89,32.72,87.04,75.39,86.44,31.13,25.64,20.57,49.58,28.75,26.43,24.68,45.9,47.15
sens_breast_prox_02_m,male,breast_prox,cc embed morphs/embed_torso101,0.2,179.01,46.89,32.72,87.09,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_back_08_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.8,178.8,47.1,32.76,90.49,76.02,86.52,31.0,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_10_f,female,neck_scale,cc embed morphs/embed_torso110,1.0,178.8,47.1,32.76,87.1,75.46,86.52,35.18,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_len_08_f,female,forearm_len,cc embed morphs/embed_arm5,0.6,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.69,20.7,49.76,28.89,26.79,31.75,46.0,47.15
sens_musc_arm_01_m,male,musc_arm,2025-05-05-12-31-36_embed_athetic_arn_01,0.1,179.01,46.89,32.72,87.03,75.42,86.45,31.14,26.04,20.72,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_calf_09_m,male,skin_calf,2025-05-07-14-35-43_pack_skinny_calf_01,0.9,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,24.29,26.43,24.68,45.94,47.15
sens_skin_chest_03_f,female,skin_chest,2025-05-08-14-58-30_pack_skinny_chest_03,0.3,178.8,47.1,32.76,86.66,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_glute_scale_07_m,male,glute_scale,cc embed morphs/embed_torso1,0.4,179.01,46.89,33.01,87.02,75.93,88.56,31.14,25.64,20.57,49.74,28.75,26.43,24.68,45.94,47.15
sens_abdomen_depth_07_f,female,abdomen_depth,cc embed morphs/embed_torso111,0.4,178.8,47.1,32.76,87.1,76.05,86.58,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_ribcage_01_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.1,178.8,47.1,32.76,87.09,75.14,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_forearm_scale_05_f,female,forearm_scale,cc embed morphs/embed_arm2,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_thigh_00_m,male,musc_thigh,2025-05-05-12-32-25_embed_athetic_thigh_01,0.0,179.01,46.89,32.72,87.02,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_calf_07_f,female,musc_calf,2025-05-05-12-33-02_embed_athetic_calf_01,0.7,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,30.56,26.43,24.7,46.0,47.15
sens_musc_waist_03_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.3,179.01,46.89,32.72,87.02,75.51,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_breast_scale_07_m,male,breast_scale,cc embed morphs/embed_torso102,0.7,179.01,46.89,32.72,102.85,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_len_06_f,female,upperarm_len,cc embed morphs/embed_arm4,0.2,178.8,47.16,32.76,87.1,75.46,86.52,30.99,25.73,20.68,49.76,28.89,28.87,24.75,46.0,47.15
sens_skin_abs_03_m,male,skin_abs,2025-05-07-13-43-26_pack_skinny_abs_01,0.3,179.01,46.89,32.72,87.02,74.87,86.35,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_obliques_03_m,male,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.3,179.01,46.89,32.72,87.02,75.47,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_waist_10_m,male,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,1.0,179.01,46.89,32.72,87.02,76.04,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_spine_05_m,male,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.5,179.01,46.89,32.72,87.17,75.4,86.43,31.02,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_shoulder_scale_02_f,female,shoulder_scale,cc embed morphs/embed_arm101,-0.2,178.8,47.09,32.76,87.05,75.46,86.52,30.99,25.14,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_abs_line_09_m,male,abs_line,cc embed morphs/embed_torso106,0.9,179.01,46.89,32.72,87.03,75.54,86.44,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_back_10_m,male,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,1.0,179.01,46.89,32.72,91.69,76.29,86.45,31.16,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_07_f,female,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.7,178.8,47.1,32.46,87.1,74.95,84.56,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_back_06_f,female,musc_back,2025-05-05-12-31-03_embed_athetic_back_01,0.6,178.8,47.1,32.76,89.35,75.76,86.52,31.0,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_scale_07_m,male,hip_scale,cc embed morphs/embed_torso2,0.61,179.02,46.89,37.14,87.03,79.6,96.06,31.1,25.65,20.58,53.87,28.75,26.43,24.68,46.04,47.15
sens_musc_chest_a_10_f,female,musc_chest_a,2025-05-05-12-07-08_embed_athetic_chest_01,1.0,178.8,47.1,32.76,89.51,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_pectoral_scale_09_f,female,pectoral_scale,cc embed morphs/embed_torso114,0.9,178.8,47.03,32.76,90.43,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_chest_c_08_m,male,musc_chest_c,2025-06-10-15-34-47_embed_athetic_chest_c,0.8,179.01,46.89,32.72,89.59,75.42,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_forearm_len_05_f,female,forearm_len,cc embed morphs/embed_arm5,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_neck_scale_03_m,male,neck_scale,cc embed morphs/embed_torso110,0.3,179.02,46.89,32.72,87.02,75.41,86.45,32.37,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_buttocks_07_m,male,skin_buttocks,2025-06-10-17-01-51_pack_skinny_bottom_02,0.7,179.01,46.89,32.43,87.02,74.91,84.49,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_upperarm_len_07_f,female,upperarm_len,cc embed morphs/embed_arm4,0.4,178.8,47.13,32.76,87.1,75.46,86.52,30.99,25.73,20.7,49.76,28.89,31.31,24.8,46.0,47.15
sens_hip_love_handles_01_m,male,hip_love_handles,cc embed morphs/embed_torso107,0.1,179.01,46.89,32.72,87.02,75.71,86.45,31.14,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_skin_ribcage_00_f,female,skin_ribcage,2025-05-07-12-27-17_pack_skinny_rib_01,0.0,178.8,47.1,32.76,87.1,75.46,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_upperarm_len_09_m,male,upperarm_len,cc embed morphs/embed_arm4,0.8,179.01,47.19,32.72,87.04,75.42,86.45,31.14,25.64,20.64,49.61,28.75,36.19,24.89,45.94,47.15
sens_skin_neck_09_f,female,skin_neck,2025-05-07-12-04-51_pack_skinny_neck_01,0.9,178.8,47.1,32.76,87.1,75.46,86.52,28.79,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_skin_spine_07_m,male,skin_spine,2025-05-07-14-17-56_pack_skinny_spine_01,0.7,179.01,46.89,32.72,87.28,75.45,86.46,30.98,25.64,20.57,49.61,28.75,26.43,24.68,45.94,47.15
sens_musc_waist_01_f,female,musc_waist,2025-05-05-12-18-34_embed_athetic_abs_01,0.1,178.8,47.1,32.76,87.1,75.48,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_musc_obliques_08_f,female,musc_obliques,2025-05-08-15-29-44_embed_athetic_side_abs_01,0.8,178.8,47.1,32.76,87.1,75.7,86.52,30.99,25.73,20.66,49.76,28.89,26.43,24.7,46.0,47.15
sens_hip_scale_00_f,female,hip_scale,cc embed morphs/embed_torso2,-0.3,178.78,47.1,30.62,87.09,73.28,81.85,31.0,25.73,20.65,47.65,28.89,26.43,24.7,45.94,47.15
