char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern,hip_score,waist_def_score,somatotype
char_00169,female,15,normal,0.313,0.2575,0.3131,0.4178,0.6153,0.511,0.3442,0.4888,0.3153,0.5362,,balanced,0.4592,0.2977,rectangle
char_00170,female,36,overweight,0.4489,0.2551,0.2617,0.4176,0.541,0.3182,0.5226,0.2752,0.5752,0.4431,,balanced,0.4105,0.4468,rectangle
char_00171,female,18,athletic_lean,0.0878,0.4469,0.3131,0.5407,0.8389,0.6887,0.6101,0.7094,0.7073,0.5389,,lower_dominant,0.6451,0.5291,pear
char_00172,female,27,overweight,0.553,0.2673,0.2441,0.5297,0.773,0.697,0.5135,0.4968,0.473,0.4753,,balanced,0.2711,0.6153,apple
char_00173,female,19,overweight,0.5577,0.2083,0.3177,0.5853,0.2853,0.4818,0.4571,0.5211,0.4041,0.5281,,balanced,0.62,0.393,rectangle
char_00174,female,39,athletic_lean,0.1163,0.574,0.2601,0.3664,0.511,0.6664,0.4255,0.4885,0.4311,0.5182,,balanced,0.5987,0.2893,pear
char_00175,female,25,athletic_lean,0.1239,0.4689,0.3457,0.2674,0.1533,0.2543,0.3542,0.4533,0.18,0.3277,,balanced,0.3227,0.267,rectangle
char_00176,female,24,overweight,0.572,0.1969,0.2784,0.564,0.4662,0.7662,0.599,0.5388,0.5347,0.7235,,balanced,0.2318,0.7335,apple
char_00177,female,23,normal,0.2677,0.1825,0.3002,0.4784,0.6404,0.3617,0.4446,0.3994,0.3404,0.6102,,balanced,0.5506,0.6276,rectangle
char_00178,female,26,normal,0.2691,0.1608,0.3972,0.5723,0.6329,0.8115,0.5115,0.6143,0.7604,0.6554,,balanced,0.714,0.532,pear
char_00179,female,38,overweight,0.5385,0.2533,0.2378,0.4477,0.477,0.3932,0.4091,0.5858,0.4814,0.6932,,balanced,0.5653,0.6086,rectangle
char_00180,female,21,normal,0.2576,0.2554,0.3243,0.6038,0.6782,0.428,0.5161,0.706,0.5417,0.728,,balanced,0.7751,0.782,pear
char_00181,female,26,athletic_hyper,0.1339,0.8994,0.335,0.6055,0.4078,0.374,0.6672,0.5477,0.5966,0.3672,,pull_dominant,0.5937,0.3422,rectangle
char_00182,female,22,athletic_hyper,0.135,0.8301,0.3594,0.7237,0.4242,0.6345,0.4797,0.4396,0.6535,0.7242,,lower_dominant,0.3861,0.5557,v_shape
char_00183,female,24,underweight,0.0962,0.1302,0.2887,0.5972,0.2972,0.4511,0.5923,0.3866,0.4339,0.5291,,balanced,0.5464,0.3119,rectangle
char_00184,female,26,normal,0.2082,0.2416,0.3738,0.6912,0.3912,0.5786,0.4641,0.4295,0.5937,0.5516,,balanced,0.7275,0.3814,pear
char_00185,female,24,obese,0.7328,0.2094,0.3765,0.7256,0.4774,0.7653,0.4835,0.4876,0.5514,0.4653,,balanced,0.7278,0.5442,apple
char_00186,female,31,overweight,0.5064,0.2111,0.3068,0.3936,0.5075,0.2364,0.4132,0.5364,0.4265,0.2979,,balanced,0.5737,0.345,rectangle
char_00187,female,18,obese,0.8584,0.2667,0.2355,0.6923,0.6605,0.5014,0.5022,0.6114,0.8014,0.6153,,balanced,0.5779,0.4784,apple
char_00188,female,20,overweight,0.508,0.2236,0.3518,0.7755,0.5067,0.5062,0.4755,0.5471,0.5848,0.6669,,balanced,0.5346,0.6702,rectangle
char_00189,female,33,athletic_hyper,0.1196,0.9034,0.3346,0.3651,0.2763,0.5071,0.3848,0.4084,0.3382,0.5763,,pull_dominant,0.4316,0.4756,v_shape
char_00190,female,27,normal,0.2136,0.1962,0.3747,0.6224,0.4078,0.5396,0.3224,0.3851,0.4685,0.4451,,balanced,0.7349,0.506,pear
char_00191,female,35,athletic_lean,0.1006,0.5464,0.3118,0.3602,0.4335,0.4521,0.2925,0.2442,0.5442,0.4536,,upper_dominant,0.5635,0.6887,rectangle
char_00192,female,25,normal,0.329,0.2148,0.4334,0.5277,0.5858,0.5825,0.7313,0.4313,0.5357,0.6021,,balanced,0.275,0.6371,rectangle
char_00193,female,33,overweight,0.4614,0.2546,0.3641,0.4429,0.5638,0.6028,0.3317,0.5078,0.6317,0.3881,,balanced,0.6769,0.6943,pear
char_00194,female,25,athletic_lean,0.0758,0.5822,0.3165,0.5116,0.663,0.6563,0.4234,0.6573,0.6603,0.363,,push_dominant,0.4805,0.6978,rectangle
char_00195,female,27,normal,0.251,0.129,0.3666,0.6512,0.5624,0.4565,0.6345,0.3627,0.607,0.3512,,balanced,0.4896,0.3778,rectangle
char_00196,female,40,normal,0.1863,0.1679,0.2631,0.714,0.4648,0.4423,0.6232,0.6271,0.7423,0.5859,,balanced,0.594,0.5485,pear
char_00197,female,25,athletic_hyper,0.1201,0.773,0.3031,0.4423,0.7283,0.7361,0.4873,0.4407,0.5631,0.4361,,balanced,0.5183,0.6208,rectangle
char_00198,female,23,athletic_hyper,0.1063,0.8095,0.3044,0.4694,0.4207,0.4442,0.2395,0.3679,0.5395,0.2592,,balanced,0.7949,0.3515,rectangle
char_00199,female,16,normal,0.2585,0.1463,0.3398,0.6303,0.765,0.6317,0.7505,0.6348,0.5584,0.8,,balanced,0.2614,0.8632,rectangle
char_00200,female,31,overweight,0.3999,0.2558,0.3629,0.3237,0.5375,0.2529,0.3513,0.4312,0.3711,0.2375,,balanced,0.4979,0.2619,rectangle
char_00201,female,34,athletic_hyper,0.1015,0.9248,0.2942,0.3749,0.6094,0.329,0.5287,0.3094,0.4001,0.3861,,balanced,0.5889,0.3544,rectangle
char_00202,female,38,overweight,0.4482,0.2663,0.3291,0.4913,0.3872,0.3728,0.5546,0.2546,0.4852,0.489,,balanced,0.3149,0.5215,rectangle
char_00203,female,23,obese,0.8451,0.2538,0.3069,0.6579,0.5908,0.6559,0.4464,0.6848,0.3848,0.4918,,balanced,0.5589,0.4424,apple
char_00204,female,17,overweight,0.5168,0.316,0.227,0.6227,0.7616,0.7357,0.4616,0.5064,0.5807,0.4704,,balanced,0.7522,0.4912,pear
char_00205,female,31,obese,0.9488,0.3026,0.2595,0.5327,0.5368,0.4618,0.2578,0.2368,0.3828,0.2804,,balanced,0.7647,0.3529,apple
char_00206,female,17,obese,0.8125,0.2341,0.4102,0.5197,0.5418,0.6412,0.5665,0.3665,0.6665,0.5282,,balanced,0.7556,0.5564,apple
char_00207,female,30,obese,0.7355,0.3379,0.2277,0.5672,0.5415,0.5953,0.7337,0.4337,0.5784,0.5415,,balanced,0.6071,0.6315,apple
char_00208,female,28,athletic_lean,0.1256,0.4421,0.2049,0.4936,0.3597,0.6156,0.495,0.5532,0.3156,0.383,,push_dominant,0.5734,0.5022,rectangle
char_00209,female,34,normal,0.3222,0.266,0.3764,0.5962,0.6634,0.6336,0.592,0.4933,0.7933,0.6134,,balanced,0.4425,0.4291,rectangle
char_00210,female,27,normal,0.2797,0.1855,0.2007,0.521,0.5506,0.5226,0.5687,0.6201,0.3201,0.6034,,balanced,0.5776,0.2843,rectangle
char_00211,female,25,athletic_lean,0.0527,0.512,0.3221,0.5988,0.4138,0.5421,0.4497,0.38,0.3931,0.68,,balanced,0.7434,0.7344,pear
char_00212,female,23,underweight,0.1294,0.1531,0.344,0.5586,0.3394,0.4898,0.5432,0.6096,0.6394,0.4272,,balanced,0.2943,0.4178,rectangle
char_00213,female,39,athletic_hyper,0.1321,0.9303,0.2053,0.6063,0.309,0.5136,0.4522,0.5223,0.609,0.388,,balanced,0.8461,0.5659,rectangle
char_00214,female,37,overweight,0.5224,0.2053,0.2911,0.3237,0.5325,0.4836,0.582,0.532,0.282,0.5088,,balanced,0.7068,0.4665,rectangle
char_00215,female,19,athletic_lean,0.1181,0.5381,0.2465,0.6391,0.4949,0.5996,0.3391,0.4611,0.532,0.6334,,upper_dominant,0.3919,0.4927,rectangle
char_00216,female,19,underweight,0.0687,0.0835,0.2957,0.6616,0.6525,0.3767,0.4352,0.5709,0.4709,0.3616,,balanced,0.6711,0.3265,pear
char_00217,female,16,athletic_lean,0.0955,0.4206,0.2599,0.6839,0.6025,0.3839,0.5071,0.4394,0.5225,0.4416,,pull_dominant,0.6308,0.6351,pear
char_00218,female,19,obese,0.8819,0.1808,0.2968,0.4452,0.7086,0.6178,0.4872,0.5449,0.4086,0.6786,,balanced,0.3521,0.4378,apple
char_00219,female,21,normal,0.2971,0.2301,0.2584,0.6018,0.3031,0.5627,0.533,0.4429,0.4865,0.3018,,balanced,0.4921,0.6319,rectangle
char_00220,female,40,overweight,0.3747,0.3336,0.3668,0.4799,0.4959,0.6836,0.5274,0.7799,0.7147,0.6873,,balanced,0.699,0.658,pear
char_00221,female,14,overweight,0.4261,0.2687,0.3937,0.3569,0.3523,0.5473,0.5083,0.2473,0.2982,0.4056,,balanced,0.4281,0.4909,rectangle
char_00222,female,27,underweight,0.0881,0.0801,0.3664,0.6259,0.3888,0.4403,0.397,0.3259,0.5629,0.3945,,balanced,0.5602,0.6913,rectangle
char_00223,female,36,overweight,0.5263,0.2111,0.3483,0.2608,0.2352,0.3179,0.4201,0.1242,0.3704,0.4242,,balanced,0.4906,0.4411,rectangle
char_00224,female,24,normal,0.3254,0.1272,0.3735,0.5772,0.5718,0.3123,0.3835,0.6123,0.4223,0.3947,,balanced,0.5373,0.6078,rectangle
char_00225,female,22,normal,0.2506,0.2208,0.2503,0.6153,0.3954,0.5958,0.5081,0.5077,0.6954,0.5065,,balanced,0.7627,0.5141,pear
char_00226,female,22,obese,0.8479,0.3265,0.3749,0.6404,0.5207,0.7419,0.6856,0.6263,0.4419,0.4997,,balanced,0.637,0.4427,apple
char_00227,female,23,overweight,0.4857,0.2709,0.25,0.3836,0.5595,0.6731,0.6836,0.4436,0.5629,0.5202,,balanced,0.532,0.6021,rectangle
char_00228,female,18,underweight,0.0784,0.149,0.2467,0.4342,0.5203,0.7182,0.6304,0.6155,0.4596,0.4182,,balanced,0.7021,0.7812,pear
char_00229,female,34,athletic_hyper,0.1271,0.8923,0.3538,0.4593,0.3809,0.6809,0.6048,0.5922,0.5476,0.6448,,upper_dominant,0.6513,0.3314,rectangle
char_00230,female,33,normal,0.2745,0.1798,0.3996,0.5177,0.6204,0.6615,0.5915,0.726,0.8177,0.6551,,balanced,0.3345,0.7259,rectangle
char_00231,female,32,obese,0.8235,0.2349,0.3839,0.3902,0.4626,0.5874,0.5119,0.378,0.5125,0.678,,balanced,0.6151,0.6539,apple
char_00232,female,39,normal,0.2386,0.2137,0.2299,0.1515,0.2896,0.3273,0.4329,0.2556,0.1718,0.4515,,balanced,0.5954,0.5738,pear
char_00233,female,32,underweight,0.0918,0.1719,0.2558,0.5568,0.4984,0.7787,0.5792,0.4787,0.7668,0.6663,,balanced,0.3872,0.6236,rectangle
char_00234,female,24,athletic_lean,0.06,0.5242,0.3294,0.4851,0.59,0.5642,0.4871,0.7398,0.4398,0.6392,,upper_dominant,0.7147,0.546,pear
char_00235,female,16,overweight,0.5628,0.2309,0.3057,0.6896,0.5539,0.5093,0.6131,0.6644,0.3896,0.5197,,balanced,0.7506,0.6756,pear
char_00236,female,30,normal,0.2377,0.245,0.3136,0.4005,0.5931,0.6331,0.4508,0.7005,0.6322,0.5118,,balanced,0.5658,0.6219,rectangle
char_00237,female,33,normal,0.2761,0.1859,0.3646,0.5221,0.7366,0.641,0.4614,0.4524,0.4749,0.4366,,balanced,0.6876,0.5819,pear
char_00238,female,28,normal,0.2191,0.1901,0.3775,0.4925,0.6767,0.6159,0.4634,0.4124,0.7124,0.5165,,balanced,0.5655,0.4744,rectangle
char_00239,female,27,overweight,0.3799,0.2843,0.3183,0.6459,0.7454,0.723,0.7412,0.6371,0.4454,0.6075,,balanced,0.4982,0.4371,rectangle
char_00240,female,18,normal,0.3053,0.196,0.2541,0.5078,0.2754,0.2794,0.3418,0.5754,0.4199,0.4622,,balanced,0.8733,0.8177,pear
char_00241,female,29,underweight,0.1169,0.0162,0.2903,0.2643,0.5114,0.4032,0.3761,0.3422,0.3082,0.5643,,balanced,0.6586,0.516,pear
char_00242,female,33,athletic_hyper,0.1167,0.8937,0.2595,0.5609,0.496,0.4081,0.7081,0.5754,0.6594,0.6086,,balanced,0.5402,0.4573,rectangle
char_00243,female,32,overweight,0.4426,0.2954,0.2727,0.61,0.4986,0.5139,0.4744,0.5874,0.4956,0.31,,balanced,0.6955,0.7266,pear
char_00244,female,32,overweight,0.5644,0.2527,0.2769,0.4525,0.6676,0.7525,0.4945,0.6302,0.5185,0.5265,,balanced,0.6206,0.6013,rectangle
char_00245,female,35,normal,0.201,0.1242,0.2859,0.6345,0.4584,0.3345,0.5193,0.6125,0.5612,0.4361,,balanced,0.7771,0.6455,pear
char_00246,female,14,overweight,0.4728,0.2861,0.2873,0.5233,0.4533,0.6359,0.3359,0.4817,0.4812,0.5937,,balanced,0.5222,0.6671,rectangle
char_00247,female,24,normal,0.3128,0.1832,0.3534,0.3657,0.5271,0.416,0.5076,0.6294,0.6657,0.6063,,balanced,0.6005,0.8216,pear
char_00248,female,24,normal,0.2708,0.1593,0.252,0.3168,0.2391,0.3981,0.521,0.3598,0.4601,0.221,,balanced,0.8101,0.3268,pear
char_00249,female,25,obese,0.8153,0.2566,0.3898,0.8585,0.6838,0.5762,0.5782,0.6756,0.8171,0.5585,,balanced,0.4434,0.5841,apple
char_00250,female,30,athletic_lean,0.1223,0.5586,0.3634,0.6075,0.5833,0.5147,0.3554,0.4158,0.3075,0.3615,,balanced,0.6652,0.3175,pear
char_00251,female,27,normal,0.2367,0.1942,0.2492,0.5411,0.6479,0.5534,0.695,0.4483,0.395,0.5133,,balanced,0.853,0.3793,pear
char_00252,female,22,normal,0.2548,0.2398,0.3269,0.4341,0.6122,0.321,0.621,0.3391,0.531,0.5785,,balanced,0.6625,0.539,pear
char_00253,female,39,athletic_lean,0.0948,0.514,0.3511,0.5791,0.32,0.3306,0.2791,0.4945,0.4155,0.5253,,balanced,0.6025,0.7459,pear
char_00254,female,31,overweight,0.5074,0.202,0.2607,0.3332,0.5572,0.3984,0.5442,0.3784,0.5852,0.6332,,balanced,0.2499,0.8272,rectangle
char_00255,female,24,athletic_lean,0.1212,0.4804,0.2178,0.6787,0.5419,0.464,0.4095,0.3956,0.3787,0.5757,,upper_dominant,0.3882,0.6112,rectangle
char_00256,female,32,overweight,0.5453,0.2686,0.35,0.4768,0.2536,0.3998,0.2208,0.3746,0.2934,0.5208,,balanced,0.6896,0.6692,pear
char_00257,female,29,overweight,0.4651,0.3043,0.3194,0.3926,0.6266,0.3806,0.6149,0.6753,0.6177,0.3753,,balanced,0.2236,0.2642,apple
char_00258,female,26,obese,0.7503,0.2654,0.2607,0.3147,0.3256,0.5653,0.5085,0.5365,0.6147,0.3411,,balanced,0.2722,0.4586,apple
char_00259,female,23,overweight,0.3892,0.2527,0.2707,0.3184,0.5724,0.2762,0.5746,0.5277,0.2746,0.5273,,balanced,0.5769,0.7338,rectangle
char_00260,female,39,obese,0.765,0.2789,0.3654,0.6043,0.5853,0.572,0.8452,0.5906,0.5452,0.8235,,balanced,0.3257,0.5215,apple
char_00261,female,36,normal,0.205,0.2052,0.2298,0.8713,0.9164,0.8759,0.6451,0.6164,0.6345,0.7475,,balanced,0.6183,0.5697,pear
char_00262,female,31,normal,0.2707,0.2084,0.2064,0.4246,0.543,0.4664,0.4083,0.4802,0.3964,0.6964,,balanced,0.5763,0.468,rectangle
char_00263,female,28,overweight,0.4249,0.263,0.2869,0.5968,0.6385,0.5424,0.4423,0.3561,0.5018,0.3385,,balanced,0.4067,0.6793,rectangle
char_00264,female,35,normal,0.2101,0.2039,0.352,0.6901,0.4688,0.7026,0.5094,0.4387,0.609,0.4026,,balanced,0.7219,0.7906,pear
char_00265,female,15,normal,0.2754,0.2578,0.2803,0.409,0.6518,0.6755,0.6507,0.709,0.597,0.484,,balanced,0.6371,0.5459,pear
char_00266,female,33,overweight,0.4446,0.2977,0.3829,0.4418,0.5367,0.413,0.3603,0.3731,0.37,0.6603,,balanced,0.5233,0.3542,rectangle
char_00267,female,20,overweight,0.5501,0.189,0.2591,0.5729,0.6031,0.3031,0.4267,0.3043,0.3564,0.4386,,balanced,0.5354,0.6194,rectangle
char_00268,female,25,overweight,0.5554,0.1726,0.2532,0.4328,0.5576,0.3424,0.5774,0.6424,0.5293,0.3936,,balanced,0.3183,0.5352,apple
char_00269,female,36,overweight,0.4971,0.1559,0.2842,0.3786,0.5795,0.4617,0.5644,0.4011,0.2795,0.3683,,balanced,0.5268,0.6892,rectangle
char_00270,female,29,overweight,0.4671,0.2281,0.2804,0.3702,0.357,0.6227,0.5121,0.3227,0.5879,0.5175,,balanced,0.687,0.3435,pear
char_00271,female,29,overweight,0.4871,0.207,0.3836,0.6599,0.7451,0.4451,0.5186,0.6777,0.6373,0.4732,,balanced,0.5688,0.6628,rectangle
char_00272,female,17,overweight,0.5286,0.3089,0.3727,0.2249,0.4186,0.1186,0.1832,0.2752,0.2357,0.2536,,balanced,0.7602,0.2492,rectangle
char_00273,female,26,normal,0.2479,0.1443,0.2935,0.1762,0.215,0.4762,0.4419,0.2669,0.2092,0.3236,,balanced,0.3171,0.5446,rectangle
char_00274,female,26,athletic_hyper,0.0902,0.8705,0.2101,0.3781,0.2374,0.401,0.4179,0.3797,0.435,0.135,,upper_dominant,0.6243,0.5395,rectangle
char_00275,female,15,normal,0.1828,0.2032,0.4273,0.3319,0.6319,0.4236,0.4027,0.5156,0.5727,0.5086,,balanced,0.3053,0.3125,rectangle
char_00276,female,22,normal,0.2763,0.2433,0.2883,0.4403,0.3672,0.301,0.2639,0.2947,0.4489,0.5639,,balanced,0.3362,0.7265,rectangle
char_00277,female,22,underweight,0.076,0.0392,0.3493,0.3867,0.6503,0.6142,0.4303,0.5907,0.612,0.3503,,balanced,0.3866,0.269,rectangle
char_00278,female,32,normal,0.2205,0.175,0.3628,0.5499,0.5321,0.4251,0.7039,0.7251,0.4316,0.7226,,balanced,0.7717,0.7667,pear
char_00279,female,24,underweight,0.0977,0.0872,0.3196,0.4029,0.4979,0.6996,0.3996,0.3996,0.6854,0.5045,,balanced,0.6485,0.7427,pear
char_00280,female,16,overweight,0.5739,0.2997,0.2161,0.4062,0.3457,0.5898,0.4045,0.4385,0.2898,0.2942,,balanced,0.5145,0.3513,apple
char_00281,female,31,normal,0.2144,0.1845,0.298,0.6328,0.7552,0.4552,0.5623,0.5778,0.6321,0.7248,,balanced,0.8671,0.7924,pear
char_00282,female,19,obese,0.6927,0.3155,0.2225,0.6341,0.3341,0.4944,0.3614,0.5968,0.4918,0.5759,,balanced,0.3184,0.4228,apple
char_00283,female,37,normal,0.2495,0.1723,0.2716,0.572,0.6517,0.6946,0.6172,0.3946,0.6925,0.411,,balanced,0.5514,0.7661,rectangle
char_00284,female,19,athletic_hyper,0.1411,0.9618,0.2971,0.3882,0.6229,0.6428,0.5377,0.6364,0.3428,0.4042,,balanced,0.5378,0.4075,rectangle
char_00285,female,15,normal,0.1769,0.1936,0.2596,0.654,0.5746,0.6019,0.5103,0.354,0.3556,0.3627,,balanced,0.3295,0.6519,rectangle
char_00286,female,40,underweight,0.109,0.1251,0.36,0.5448,0.4357,0.5084,0.6331,0.3331,0.3708,0.5148,,balanced,0.4065,0.4522,rectangle
char_00287,female,30,athletic_hyper,0.1187,0.934,0.2469,0.7535,0.7553,0.5178,0.5246,0.4553,0.5175,0.5165,,balanced,0.6272,0.7563,rectangle
char_00288,female,30,overweight,0.52,0.3057,0.2805,0.4313,0.2212,0.3482,0.3917,0.1313,0.4073,0.3697,,balanced,0.6619,0.58,rectangle
char_00289,female,30,normal,0.2172,0.2637,0.2934,0.3362,0.357,0.4232,0.3836,0.523,0.6362,0.5765,,balanced,0.5126,0.7355,rectangle
char_00290,female,38,normal,0.3277,0.2673,0.3902,0.4233,0.5496,0.3835,0.5917,0.3839,0.4467,0.6835,,balanced,0.7189,0.5361,pear
char_00291,female,26,overweight,0.4527,0.2808,0.3167,0.6807,0.7071,0.6127,0.4071,0.5377,0.6381,0.4956,,balanced,0.5886,0.3923,rectangle
char_00292,female,35,athletic_lean,0.1312,0.4783,0.219,0.611,0.4908,0.4906,0.6764,0.4898,0.3764,0.3786,,balanced,0.5054,0.4153,rectangle
char_00293,female,40,obese,0.7629,0.21,0.2201,0.5415,0.6599,0.6798,0.5647,0.5528,0.3798,0.5531,,balanced,0.4333,0.4953,apple
char_00294,female,21,obese,0.8597,0.309,0.2567,0.5503,0.4689,0.4738,0.5625,0.2625,0.3323,0.3945,,balanced,0.3423,0.8519,apple
char_00295,female,37,overweight,0.5674,0.2801,0.2194,0.4274,0.603,0.639,0.5947,0.339,0.3821,0.3992,,balanced,0.5316,0.3642,apple
char_00296,female,22,normal,0.2807,0.2726,0.3218,0.6601,0.3601,0.3659,0.5279,0.5945,0.6032,0.3795,,balanced,0.4257,0.517,rectangle
char_00297,female,40,athletic_hyper,0.1488,0.7922,0.2336,0.2944,0.3271,0.5944,0.5686,0.5845,0.4418,0.3305,,balanced,0.5173,0.5912,rectangle
char_00298,female,37,normal,0.3244,0.1394,0.3135,0.5642,0.6306,0.5168,0.539,0.5265,0.4081,0.3306,,balanced,0.7217,0.5478,pear
char_00299,female,37,underweight,0.1012,0.1421,0.4358,0.6627,0.4209,0.4498,0.6033,0.3627,0.6262,0.3701,,balanced,0.868,0.7314,pear
char_00300,female,25,obese,0.8286,0.2189,0.3206,0.419,0.477,0.3402,0.4043,0.4881,0.6402,0.4275,,balanced,0.8193,0.5449,apple
char_00301,female,30,athletic_hyper,0.1218,0.7652,0.2638,0.3596,0.4024,0.4003,0.6027,0.3121,0.5317,0.3027,,pull_dominant,0.5249,0.8298,rectangle
char_00302,female,36,underweight,0.1215,0.0784,0.2907,0.4222,0.4912,0.3492,0.6492,0.5582,0.406,0.4629,,balanced,0.6657,0.6706,pear
char_00303,female,19,athletic_hyper,0.0854,0.8031,0.2849,0.4678,0.3367,0.5855,0.2855,0.556,0.338,0.5636,,balanced,0.2298,0.5278,v_shape
char_00304,female,23,normal,0.2839,0.1301,0.2499,0.5429,0.6523,0.5323,0.6243,0.4427,0.6986,0.3986,,balanced,0.4022,0.4967,rectangle
char_00305,female,25,athletic_lean,0.1126,0.5379,0.3192,0.5615,0.4327,0.4248,0.6123,0.5831,0.6273,0.3273,,lower_dominant,0.3302,0.7639,rectangle
char_00306,female,20,athletic_lean,0.1025,0.491,0.2673,0.3613,0.4488,0.4667,0.6266,0.6613,0.6322,0.5063,,balanced,0.54,0.8142,rectangle
char_00307,female,16,normal,0.1789,0.1802,0.2362,0.6635,0.6247,0.72,0.5985,0.5795,0.8,0.8,,balanced,0.3788,0.5823,rectangle
char_00308,female,17,normal,0.2402,0.2733,0.2615,0.5803,0.4193,0.2803,0.3605,0.4232,0.5582,0.4582,,balanced,0.5312,0.2717,rectangle
char_00309,female,28,overweight,0.5207,0.2797,0.328,0.4089,0.6522,0.3522,0.6266,0.4662,0.4424,0.4736,,balanced,0.5315,0.7829,rectangle
char_00310,female,36,obese,0.8042,0.2831,0.3071,0.6779,0.6676,0.3779,0.6575,0.4711,0.5287,0.583,,balanced,0.6409,0.5158,apple
char_00311,female,15,overweight,0.4338,0.2673,0.3357,0.3791,0.3107,0.5097,0.4177,0.6107,0.3119,0.4346,,balanced,0.4807,0.5168,rectangle
char_00312,female,25,normal,0.2408,0.2038,0.3674,0.5344,0.613,0.4211,0.4327,0.5984,0.4521,0.313,,balanced,0.8368,0.3744,pear
char_00313,female,39,normal,0.2015,0.2227,0.3119,0.6765,0.752,0.6599,0.452,0.7464,0.5047,0.7377,,balanced,0.6612,0.4675,pear
char_00314,female,32,athletic_lean,0.1048,0.418,0.3637,0.3491,0.55,0.643,0.3555,0.4124,0.343,0.5649,,upper_dominant,0.5349,0.5693,rectangle
char_00315,female,38,athletic_lean,0.1119,0.5408,0.3421,0.5779,0.4263,0.4384,0.6613,0.3613,0.58,0.4688,,lower_dominant,0.3254,0.5674,rectangle
char_00316,female,29,overweight,0.4092,0.329,0.2112,0.4695,0.6362,0.4203,0.3362,0.5419,0.6087,0.5475,,balanced,0.643,0.3842,pear
char_00317,female,18,normal,0.1977,0.1791,0.32,0.6446,0.5902,0.3813,0.6742,0.3742,0.4004,0.5743,,balanced,0.7874,0.6467,pear
char_00318,female,29,overweight,0.4653,0.1502,0.2895,0.6993,0.7669,0.6495,0.4715,0.5871,0.4669,0.6331,,balanced,0.5175,0.4335,rectangle
char_00319,female,25,overweight,0.439,0.2443,0.3569,0.5572,0.5681,0.3606,0.6606,0.3707,0.4411,0.6093,,balanced,0.3903,0.568,rectangle
char_00320,female,26,overweight,0.3936,0.2766,0.336,0.4196,0.4776,0.6483,0.5929,0.5496,0.5289,0.7196,,balanced,0.6225,0.5802,pear
char_00321,female,15,overweight,0.4583,0.2146,0.3892,0.5806,0.3815,0.5423,0.646,0.5404,0.661,0.361,,balanced,0.539,0.3014,rectangle
char_00322,female,30,normal,0.2634,0.2396,0.2132,0.484,0.5686,0.3106,0.3755,0.5368,0.2988,0.5988,,balanced,0.4936,0.6082,rectangle
char_00323,female,33,overweight,0.4743,0.2405,0.2851,0.4503,0.2736,0.5,0.4259,0.2623,0.4705,0.5623,,balanced,0.5244,0.4556,rectangle
char_00324,female,17,underweight,0.0405,0.1435,0.2245,0.6685,0.3685,0.4864,0.4338,0.5043,0.4207,0.5075,,balanced,0.5101,0.72,rectangle
char_00325,female,25,normal,0.2489,0.2591,0.2536,0.5758,0.452,0.6648,0.6035,0.5632,0.752,0.6846,,balanced,0.3689,0.793,rectangle
char_00326,female,25,underweight,0.0616,0.0633,0.2389,0.4326,0.545,0.6033,0.5028,0.3033,0.4893,0.419,,balanced,0.7939,0.5046,pear
char_00327,female,17,normal,0.2297,0.1691,0.3452,0.2397,0.3914,0.4594,0.4856,0.1995,0.1856,0.2232,,balanced,0.6821,0.7248,pear
char_00328,female,16,normal,0.2986,0.2163,0.2652,0.3721,0.4966,0.4426,0.3396,0.4915,0.4853,0.6396,,balanced,0.571,0.7645,rectangle
char_00329,female,31,overweight,0.5122,0.2124,0.3795,0.5939,0.6862,0.5228,0.4935,0.3862,0.6631,0.4736,,balanced,0.6879,0.811,pear
char_00330,female,20,athletic_hyper,0.1093,0.9497,0.3351,0.5939,0.5989,0.4153,0.6208,0.5838,0.7153,0.6353,,upper_dominant,0.3853,0.8456,v_shape
char_00331,female,30,underweight,0.1207,0.0352,0.3005,0.6457,0.4406,0.7224,0.4661,0.6184,0.4224,0.6262,,balanced,0.4463,0.3643,rectangle
char_00332,female,29,normal,0.3275,0.1268,0.3797,0.6018,0.6279,0.4636,0.3874,0.3279,0.3295,0.4618,,balanced,0.8044,0.8819,pear
char_00333,female,21,overweight,0.4824,0.2873,0.3204,0.7072,0.5348,0.5745,0.6755,0.7142,0.4142,0.514,,balanced,0.3555,0.714,rectangle
char_00334,female,30,athletic_lean,0.0978,0.5227,0.2177,0.5924,0.6469,0.5503,0.5145,0.8054,0.6195,0.5054,,pull_dominant,0.3175,0.3976,rectangle
char_00335,female,28,overweight,0.5732,0.3169,0.3274,0.3588,0.3601,0.4418,0.6588,0.6162,0.4725,0.379,,balanced,0.4542,0.8429,rectangle
char_00336,female,29,athletic_lean,0.1109,0.4576,0.3019,0.4872,0.4196,0.4662,0.4598,0.7196,0.6634,0.4953,,balanced,0.5874,0.6129,pear
char_00337,female,37,overweight,0.4782,0.206,0.3351,0.7869,0.4869,0.6985,0.5915,0.5475,0.5513,0.5321,,balanced,0.605,0.6237,pear
char_00338,female,37,athletic_lean,0.1243,0.5819,0.3483,0.6073,0.6497,0.5799,0.4018,0.3497,0.6036,0.5442,,lower_dominant,0.5784,0.5043,rectangle
