char_id,gender,age,group,fat_score,muscle_score,height_score,chest_height_score,hip_length_score,thigh_length_score,lower_leg_length_score,upper_arm_length_score,forearm_length_score,neck_length_score,height_cm,training_pattern
char_00204,female,17,overweight,0.472,0.2132,0.3476,0.4932,0.4389,0.5195,0.4482,0.5093,0.2585,0.2195,,balanced
char_00205,female,31,obese,0.7357,0.2815,0.2878,0.4661,0.7661,0.5765,0.7511,0.5307,0.7585,0.5504,,balanced
char_00206,female,17,obese,0.7567,0.3018,0.3175,0.6748,0.7432,0.4487,0.6905,0.576,0.6695,0.7487,,balanced
char_00207,female,30,obese,0.7814,0.2282,0.3073,0.5108,0.283,0.4055,0.583,0.3194,0.4501,0.3813,,balanced
char_00208,female,28,athletic_lean,0.0762,0.4819,0.273,0.4124,0.6608,0.6307,0.6521,0.3608,0.4742,0.4673,,push_dominant
char_00209,female,34,normal,0.2152,0.1533,0.2912,0.38,0.3647,0.554,0.6498,0.562,0.6141,0.3498,,balanced
char_00210,female,27,normal,0.1941,0.1878,0.2906,0.3406,0.4182,0.4268,0.2705,0.4209,0.5516,0.2516,,balanced
char_00211,female,25,athletic_lean,0.1169,0.5725,0.3551,0.6054,0.6088,0.4556,0.4317,0.3088,0.3501,0.3443,,balanced
char_00212,female,23,underweight,0.0438,0.0915,0.3272,0.4381,0.4863,0.6286,0.6679,0.39,0.3894,0.6894,,balanced
char_00213,female,39,athletic_hyper,0.1421,0.8773,0.323,0.4019,0.5567,0.3731,0.5638,0.6076,0.6731,0.6032,,balanced
char_00214,female,37,overweight,0.4969,0.2171,0.2674,0.525,0.4074,0.3778,0.3329,0.6329,0.6085,0.6095,,balanced
char_00215,female,19,athletic_lean,0.0929,0.5769,0.3559,0.4796,0.4498,0.7498,0.6884,0.6889,0.7374,0.4907,,upper_dominant
char_00216,female,19,underweight,0.0854,0.0399,0.3543,0.4275,0.639,0.4256,0.6218,0.6922,0.7256,0.7052,,balanced
char_00217,female,16,athletic_lean,0.1384,0.5124,0.3511,0.3718,0.6212,0.3928,0.5016,0.3212,0.4311,0.608,,pull_dominant
char_00218,female,19,obese,0.7447,0.2232,0.2165,0.5349,0.3319,0.5193,0.3918,0.6319,0.4472,0.3784,,balanced
char_00219,female,21,normal,0.2764,0.2647,0.3299,0.6069,0.4048,0.6065,0.7048,0.5946,0.7035,0.6491,,balanced
char_00220,female,40,overweight,0.563,0.231,0.4021,0.6755,0.5541,0.5739,0.382,0.5413,0.3755,0.4904,,balanced
char_00221,female,14,overweight,0.5127,0.3324,0.2703,0.2891,0.2241,0.2224,0.5224,0.2516,0.4137,0.3692,,balanced
char_00222,female,27,underweight,0.0689,0.0621,0.2617,0.4298,0.3319,0.5613,0.6301,0.5738,0.4658,0.6319,,balanced
char_00223,female,36,overweight,0.4809,0.2652,0.2149,0.3973,0.665,0.5976,0.5491,0.6973,0.6136,0.4841,,balanced
char_00224,female,24,normal,0.2657,0.22,0.2366,0.649,0.6459,0.349,0.4799,0.3738,0.536,0.3709,,balanced
char_00225,female,22,normal,0.1972,0.2277,0.4096,0.5985,0.2985,0.4822,0.3934,0.3173,0.5683,0.4103,,balanced
char_00226,female,22,obese,0.8794,0.3045,0.2375,0.4365,0.3988,0.6661,0.6988,0.4755,0.6389,0.6627,,balanced
char_00227,female,23,overweight,0.5084,0.3156,0.2099,0.5744,0.2941,0.5941,0.4355,0.3566,0.3884,0.4915,,balanced
char_00228,female,18,underweight,0.1261,0.1204,0.2055,0.4506,0.3206,0.3806,0.5204,0.4263,0.5654,0.6206,,balanced
char_00229,female,34,athletic_hyper,0.0862,0.8936,0.4512,0.458,0.6565,0.758,0.7023,0.7227,0.6478,0.7363,,upper_dominant
char_00230,female,33,normal,0.2398,0.1573,0.3855,0.3833,0.616,0.4791,0.3364,0.3172,0.5501,0.6172,,balanced
char_00231,female,32,obese,0.9834,0.1921,0.3361,0.5742,0.4798,0.5003,0.7798,0.6663,0.6487,0.5901,,balanced
char_00232,female,39,normal,0.325,0.1582,0.3056,0.5771,0.3414,0.3685,0.5827,0.3924,0.382,0.6414,,balanced
char_00233,female,32,underweight,0.089,0.1473,0.2101,0.2649,0.3188,0.5649,0.3765,0.2674,0.4405,0.4662,,balanced
char_00234,female,24,athletic_lean,0.1354,0.5744,0.2175,0.6634,0.445,0.6795,0.745,0.4452,0.5785,0.5005,,upper_dominant
char_00235,female,16,overweight,0.4027,0.3008,0.3123,0.3826,0.2329,0.5329,0.4175,0.4299,0.513,0.3484,,balanced
char_00236,female,30,normal,0.3334,0.2316,0.2053,0.2867,0.5267,0.4518,0.4906,0.2807,0.3658,0.2267,,balanced
char_00237,female,33,normal,0.2732,0.1225,0.2476,0.514,0.319,0.4205,0.619,0.4775,0.4849,0.6177,,balanced
char_00238,female,28,normal,0.2886,0.1493,0.413,0.6807,0.5543,0.7014,0.6053,0.4175,0.4014,0.5786,,balanced
char_00239,female,27,overweight,0.5365,0.294,0.2652,0.5417,0.4319,0.5922,0.3537,0.3839,0.6537,0.4241,,balanced
char_00240,female,18,normal,0.3232,0.142,0.2957,0.3255,0.3252,0.2281,0.5281,0.3124,0.4822,0.3776,,balanced
char_00241,female,29,underweight,0.0845,0.1724,0.3167,0.5238,0.5883,0.3232,0.31,0.3926,0.415,0.2883,,balanced
char_00242,female,33,athletic_hyper,0.101,0.7418,0.2156,0.4068,0.5386,0.7068,0.4672,0.692,0.5728,0.6008,,balanced
char_00243,female,32,overweight,0.4318,0.2847,0.39,0.2352,0.199,0.3565,0.1705,0.4705,0.2238,0.4112,,balanced
char_00244,female,32,overweight,0.5626,0.2828,0.3321,0.6006,0.4251,0.5895,0.5545,0.6125,0.3443,0.6443,,balanced
char_00245,female,35,normal,0.195,0.2106,0.3011,0.6182,0.6614,0.5499,0.3837,0.3614,0.5748,0.418,,balanced
char_00246,female,14,overweight,0.5409,0.2593,0.325,0.4501,0.6317,0.4095,0.5356,0.5429,0.7095,0.617,,balanced
char_00247,female,24,normal,0.2094,0.2495,0.3069,0.4102,0.4774,0.6493,0.4264,0.3994,0.3493,0.5301,,balanced
char_00248,female,24,normal,0.2661,0.1822,0.2742,0.363,0.5635,0.5229,0.2635,0.4573,0.4777,0.336,,balanced
char_00249,female,25,obese,0.9153,0.2925,0.3836,0.6459,0.6283,0.4843,0.4205,0.7205,0.4888,0.5587,,balanced
char_00250,female,30,athletic_lean,0.0585,0.5493,0.2535,0.5282,0.5003,0.2939,0.5939,0.349,0.4372,0.3309,,balanced
char_00251,female,27,normal,0.1808,0.1588,0.3539,0.6707,0.7071,0.6582,0.7136,0.745,0.5557,0.445,,balanced
char_00252,female,22,normal,0.2267,0.1897,0.3227,0.6218,0.5004,0.4775,0.3218,0.3544,0.3434,0.4934,,balanced
char_00253,female,39,athletic_lean,0.1137,0.5137,0.2479,0.7763,0.53,0.5882,0.5642,0.6332,0.4763,0.5117,,balanced
char_00254,female,31,overweight,0.5341,0.1856,0.3633,0.4827,0.3764,0.356,0.1827,0.323,0.4045,0.3503,,balanced
char_00255,female,24,athletic_lean,0.1302,0.5281,0.2548,0.3965,0.6348,0.3348,0.5724,0.5519,0.5519,0.343,,upper_dominant
char_00256,female,32,overweight,0.5736,0.1793,0.4108,0.2567,0.4402,0.5567,0.5467,0.2864,0.2937,0.5189,,balanced
char_00257,female,29,overweight,0.4915,0.202,0.2062,0.4937,0.6805,0.7016,0.4016,0.6472,0.5127,0.7011,,balanced
char_00258,female,26,obese,0.7926,0.2064,0.2891,0.4603,0.7409,0.505,0.4409,0.5948,0.6546,0.5291,,balanced
char_00259,female,23,overweight,0.4962,0.2939,0.3541,0.5528,0.3453,0.6453,0.5771,0.6298,0.6278,0.5765,,balanced
char_00260,female,39,obese,0.7971,0.2052,0.3318,0.7,0.4572,0.4449,0.7427,0.6244,0.6593,0.4427,,balanced
char_00261,female,36,normal,0.2763,0.2747,0.3379,0.5067,0.4549,0.631,0.5364,0.4926,0.331,0.6104,,balanced
char_00262,female,31,normal,0.3066,0.2154,0.2641,0.4711,0.6695,0.6799,0.4499,0.3799,0.5338,0.4367,,balanced
char_00263,female,28,overweight,0.5089,0.2236,0.2694,0.5872,0.586,0.641,0.7038,0.4996,0.4038,0.6131,,balanced
char_00264,female,35,normal,0.2865,0.2269,0.406,0.4235,0.6619,0.5706,0.4564,0.3619,0.4066,0.6489,,balanced
char_00265,female,15,normal,0.2594,0.1591,0.3575,0.5314,0.7123,0.5527,0.6906,0.7324,0.8,0.7174,,balanced
char_00266,female,33,overweight,0.4733,0.3418,0.3826,0.5898,0.4482,0.3865,0.3701,0.4753,0.2898,0.5833,,balanced
char_00267,female,20,overweight,0.5535,0.3035,0.3519,0.516,0.3812,0.5793,0.3329,0.6261,0.341,0.3261,,balanced
char_00268,female,25,overweight,0.378,0.2403,0.2769,0.7303,0.6474,0.571,0.4475,0.6778,0.7475,0.4905,,balanced
char_00269,female,36,overweight,0.4503,0.1645,0.2647,0.3365,0.4764,0.6365,0.3881,0.544,0.5854,0.54,,balanced
char_00270,female,29,overweight,0.5111,0.2091,0.3271,0.4807,0.4009,0.6237,0.3546,0.6165,0.6546,0.6194,,balanced
char_00271,female,29,overweight,0.4678,0.309,0.2991,0.6662,0.3745,0.6635,0.6615,0.5399,0.6221,0.3662,,balanced
char_00272,female,17,overweight,0.4471,0.2465,0.3018,0.5876,0.4008,0.6642,0.5191,0.6788,0.3788,0.4975,,balanced
char_00273,female,26,normal,0.302,0.2343,0.3125,0.7328,0.4814,0.4908,0.7814,0.5318,0.5471,0.6746,,balanced
char_00274,female,26,athletic_hyper,0.1014,0.772,0.2828,0.5362,0.5084,0.6332,0.4394,0.4849,0.3332,0.5823,,upper_dominant
char_00275,female,15,normal,0.182,0.1434,0.2234,0.567,0.3708,0.4587,0.5394,0.6195,0.6089,0.6708,,balanced
char_00276,female,22,normal,0.2599,0.2139,0.2295,0.5281,0.3247,0.3451,0.3384,0.5553,0.3476,0.2553,,balanced
char_00277,female,22,underweight,0.1319,0.0339,0.419,0.599,0.6035,0.5051,0.7546,0.8051,0.596,0.5704,,balanced
char_00278,female,32,normal,0.2163,0.1513,0.2338,0.3428,0.5403,0.637,0.4989,0.6428,0.3763,0.4435,,balanced
char_00279,female,24,underweight,0.0419,0.0832,0.3491,0.5213,0.3729,0.502,0.6729,0.3811,0.4794,0.4894,,balanced
char_00280,female,16,overweight,0.434,0.2855,0.3452,0.4979,0.4775,0.5064,0.7775,0.7249,0.5636,0.65,,balanced
char_00281,female,31,normal,0.2613,0.1781,0.4145,0.5191,0.685,0.4173,0.5008,0.4154,0.7154,0.5693,,balanced
char_00282,female,19,obese,0.6646,0.2361,0.3756,0.5092,0.4427,0.6567,0.5444,0.6241,0.6892,0.3892,,balanced
char_00283,female,37,normal,0.314,0.2698,0.2795,0.6176,0.3392,0.6392,0.3632,0.6373,0.3554,0.4292,,balanced
char_00284,female,19,athletic_hyper,0.0828,0.7655,0.2323,0.6726,0.5126,0.562,0.564,0.3762,0.3726,0.5618,,balanced
char_00285,female,15,normal,0.3057,0.1871,0.3319,0.4455,0.4996,0.5903,0.6887,0.4394,0.3887,0.6131,,balanced
char_00286,female,40,underweight,0.0839,0.087,0.2367,0.6813,0.6118,0.4066,0.4414,0.3813,0.4152,0.4886,,balanced
char_00287,female,30,athletic_hyper,0.0999,0.8744,0.3283,0.328,0.2803,0.5265,0.5641,0.5633,0.4042,0.2641,,balanced
char_00288,female,30,overweight,0.5298,0.1861,0.2529,0.3746,0.3814,0.4581,0.6746,0.6418,0.5784,0.4233,,balanced
char_00289,female,30,normal,0.2206,0.1858,0.2931,0.4845,0.4867,0.548,0.4259,0.4774,0.6269,0.4893,,balanced
char_00290,female,38,normal,0.2441,0.21,0.2146,0.5822,0.4433,0.6536,0.6276,0.3536,0.6157,0.488,,balanced
char_00291,female,26,overweight,0.4697,0.2044,0.3164,0.4465,0.3577,0.6577,0.4268,0.5884,0.5339,0.4707,,balanced
char_00292,female,35,athletic_lean,0.0747,0.633,0.3041,0.7799,0.4799,0.4952,0.6152,0.6926,0.5818,0.5643,,balanced
char_00293,female,40,obese,0.7694,0.2416,0.2325,0.6101,0.6707,0.6397,0.5491,0.4541,0.7541,0.6972,,balanced
char_00294,female,21,obese,0.8254,0.2003,0.4437,0.2009,0.3923,0.2672,0.5009,0.4576,0.2202,0.2424,,balanced
char_00295,female,37,overweight,0.3802,0.3025,0.2462,0.606,0.7165,0.6694,0.5496,0.4715,0.7715,0.7552,,balanced
char_00296,female,22,normal,0.265,0.2284,0.3522,0.6272,0.5938,0.4729,0.659,0.4895,0.359,0.4666,,balanced
char_00297,female,40,athletic_hyper,0.0928,0.7911,0.2808,0.3992,0.6825,0.5847,0.4719,0.404,0.3825,0.6134,,balanced
char_00298,female,37,normal,0.2421,0.1929,0.4217,0.4592,0.6984,0.6597,0.5283,0.3984,0.5816,0.4518,,balanced
char_00299,female,37,underweight,0.1128,0.0982,0.2997,0.5233,0.6516,0.5738,0.5527,0.3516,0.5193,0.44,,balanced
char_00300,female,25,obese,0.7497,0.1656,0.3886,0.6705,0.3754,0.6142,0.4319,0.5749,0.4151,0.6754,,balanced
char_00301,female,30,athletic_hyper,0.0947,0.898,0.2902,0.4455,0.5386,0.622,0.3947,0.5655,0.3381,0.322,,pull_dominant
char_00302,female,36,underweight,0.0676,0.1304,0.3425,0.3517,0.5424,0.4849,0.6444,0.4818,0.555,0.6517,,balanced
char_00303,female,19,athletic_hyper,0.0811,0.9228,0.3288,0.6804,0.6293,0.5462,0.7234,0.4234,0.4903,0.5461,,balanced
char_00304,female,23,normal,0.2789,0.1473,0.3127,0.3463,0.58,0.299,0.312,0.28,0.3029,0.5181,,balanced
char_00305,female,25,athletic_lean,0.1199,0.5634,0.2376,0.7637,0.5235,0.7204,0.6207,0.762,0.4637,0.6614,,lower_dominant
char_00306,female,20,athletic_lean,0.0943,0.491,0.2586,0.6625,0.5322,0.4503,0.5019,0.3625,0.3959,0.404,,balanced
char_00307,female,16,normal,0.2361,0.172,0.3259,0.5948,0.6674,0.707,0.7099,0.6509,0.5309,0.4099,,balanced
char_00308,female,17,normal,0.2897,0.1758,0.2524,0.3339,0.459,0.6172,0.4579,0.3342,0.3172,0.4554,,balanced
char_00309,female,28,overweight,0.4775,0.2613,0.3295,0.5159,0.6442,0.3541,0.4401,0.3442,0.3453,0.3924,,balanced
char_00310,female,36,obese,0.8145,0.3107,0.3184,0.6664,0.4611,0.4857,0.5256,0.6587,0.3664,0.5236,,balanced
char_00311,female,15,overweight,0.4495,0.2445,0.2852,0.4749,0.3926,0.4626,0.3366,0.3365,0.5953,0.2953,,balanced
char_00312,female,25,normal,0.3108,0.2759,0.3303,0.37,0.5726,0.3318,0.3823,0.6187,0.4994,0.6318,,balanced
char_00313,female,39,normal,0.3033,0.1964,0.3209,0.5676,0.6713,0.5368,0.3713,0.455,0.6145,0.6464,,balanced
char_00314,female,32,athletic_lean,0.1042,0.4695,0.2139,0.3851,0.6581,0.4117,0.3581,0.3694,0.505,0.5357,,upper_dominant
char_00315,female,38,athletic_lean,0.0613,0.522,0.2779,0.3188,0.538,0.238,0.367,0.4324,0.3245,0.4037,,lower_dominant
char_00316,female,29,overweight,0.3831,0.2506,0.3222,0.5514,0.5587,0.4502,0.5561,0.4673,0.2587,0.3401,,balanced
char_00317,female,18,normal,0.225,0.2003,0.3045,0.3727,0.6387,0.6727,0.5539,0.5158,0.3836,0.5071,,balanced
char_00318,female,29,overweight,0.4957,0.2306,0.2242,0.5349,0.3326,0.3692,0.3853,0.308,0.608,0.5283,,balanced
char_00319,female,25,overweight,0.4125,0.2368,0.2886,0.75,0.5383,0.6465,0.45,0.7495,0.6823,0.4566,,balanced
char_00320,female,26,overweight,0.535,0.2728,0.2365,0.3856,0.4299,0.6828,0.5142,0.5532,0.3828,0.4821,,balanced
char_00321,female,15,overweight,0.4154,0.2129,0.3924,0.342,0.5726,0.3059,0.3007,0.4042,0.4867,0.6007,,balanced
char_00322,female,30,normal,0.2701,0.1833,0.33,0.6977,0.5621,0.3977,0.6593,0.671,0.4924,0.6551,,balanced
char_00323,female,33,overweight,0.5116,0.203,0.3428,0.3922,0.4534,0.4376,0.6922,0.4714,0.6226,0.4122,,balanced
char_00324,female,17,underweight,0.0729,0.0322,0.2885,0.3547,0.3097,0.3689,0.6097,0.3929,0.5515,0.6037,,balanced
char_00325,female,25,normal,0.2681,0.2252,0.3039,0.5034,0.5467,0.5974,0.737,0.5619,0.8034,0.5606,,balanced
char_00326,female,25,underweight,0.0808,0.1034,0.264,0.6442,0.441,0.3888,0.3789,0.6534,0.5201,0.3534,,balanced
char_00327,female,17,normal,0.2699,0.2591,0.3102,0.5186,0.6992,0.4636,0.7636,0.4822,0.669,0.7369,,balanced
char_00328,female,16,normal,0.1765,0.2061,0.3315,0.5786,0.4445,0.5778,0.6831,0.7445,0.4711,0.5568,,balanced
char_00329,female,31,overweight,0.4314,0.2933,0.3015,0.3878,0.5393,0.6609,0.4036,0.3609,0.6604,0.6497,,balanced
char_00330,female,20,athletic_hyper,0.1066,0.7237,0.2359,0.1991,0.2191,0.2539,0.4991,0.2256,0.3673,0.3348,,upper_dominant
char_00331,female,30,underweight,0.0573,0.1072,0.4549,0.4882,0.5427,0.5432,0.3856,0.6384,0.6856,0.4021,,balanced
char_00332,female,29,normal,0.2742,0.1961,0.3107,0.3934,0.3025,0.4406,0.2775,0.5775,0.5763,0.5666,,balanced
char_00333,female,21,overweight,0.4938,0.285,0.3442,0.6102,0.6172,0.3172,0.3443,0.4924,0.3322,0.4297,,balanced
char_00334,female,30,athletic_lean,0.0949,0.5195,0.2683,0.5966,0.3681,0.3827,0.3581,0.4466,0.6581,0.5578,,pull_dominant
char_00335,female,28,overweight,0.4651,0.2825,0.2997,0.5698,0.4639,0.2925,0.5846,0.4169,0.2846,0.4544,,balanced
char_00336,female,29,athletic_lean,0.0956,0.5124,0.3901,0.6099,0.4299,0.536,0.7299,0.707,0.6324,0.6606,,balanced
char_00337,female,37,overweight,0.4259,0.2515,0.3792,0.3319,0.2643,0.1533,0.1322,0.2392,0.4056,0.1056,,balanced
char_00338,female,37,athletic_lean,0.0973,0.4883,0.241,0.5784,0.4131,0.5877,0.3708,0.6708,0.4245,0.4969,,lower_dominant
char_00339,female,16,obese,0.8838,0.3284,0.2465,0.6123,0.3331,0.4915,0.3248,0.4577,0.4099,0.3123,,balanced
char_00340,female,22,underweight,0.008,0.1239,0.2771,0.3657,0.4258,0.6091,0.5463,0.6657,0.5664,0.6025,,balanced
char_00341,female,39,overweight,0.4144,0.2089,0.3257,0.5327,0.3418,0.6418,0.597,0.3917,0.4989,0.5918,,balanced
char_00342,female,22,overweight,0.48,0.3003,0.3454,0.6321,0.5783,0.5974,0.407,0.4226,0.707,0.4786,,balanced
char_00343,female,40,normal,0.292,0.1985,0.2858,0.3197,0.4951,0.5394,0.5425,0.6197,0.5228,0.3216,,balanced
char_00344,female,15,athletic_lean,0.1196,0.4,0.2689,0.6359,0.3885,0.3848,0.4616,0.6556,0.3556,0.6316,,balanced
char_00345,female,19,normal,0.3094,0.2101,0.403,0.7683,0.7135,0.5493,0.5806,0.7703,0.5708,0.4703,,balanced
char_00346,female,26,obese,0.8217,0.2457,0.3645,0.4062,0.3971,0.6541,0.483,0.3541,0.3639,0.4883,,balanced
char_00347,female,34,normal,0.2182,0.1766,0.3516,0.2596,0.4685,0.3049,0.3287,0.1685,0.272,0.2705,,balanced
char_00348,female,27,obese,0.8704,0.1778,0.2983,0.6203,0.6084,0.4419,0.6801,0.4864,0.3801,0.5218,,balanced
char_00349,female,33,overweight,0.431,0.3253,0.2373,0.6172,0.6486,0.3968,0.5573,0.3835,0.6835,0.6028,,balanced
char_00350,female,36,athletic_lean,0.0742,0.4579,0.3417,0.566,0.4024,0.3937,0.5882,0.382,0.3278,0.2882,,balanced
char_00351,female,15,normal,0.2651,0.2595,0.3572,0.4314,0.6359,0.6473,0.4281,0.4336,0.6632,0.3632,,balanced
char_00352,female,31,overweight,0.474,0.1899,0.2021,0.8295,0.6985,0.85,0.5593,0.8198,0.55,0.7295,,balanced
char_00353,female,30,obese,0.6596,0.241,0.3228,0.4271,0.5135,0.3511,0.3075,0.6075,0.4337,0.3603,,balanced
char_00354,female,29,athletic_lean,0.1409,0.5611,0.3646,0.3693,0.5902,0.5303,0.588,0.566,0.4409,0.6693,,balanced
char_00355,female,34,overweight,0.5045,0.1773,0.2637,0.3635,0.4514,0.6635,0.4707,0.5156,0.4066,0.6515,,balanced
char_00356,female,26,overweight,0.4698,0.2774,0.2095,0.3035,0.3171,0.2863,0.4113,0.3124,0.5252,0.5863,,balanced
char_00357,female,37,overweight,0.4667,0.2966,0.3255,0.3865,0.2513,0.4931,0.3093,0.2271,0.1931,0.2211,,balanced
char_00358,female,20,overweight,0.5373,0.2975,0.3903,0.689,0.4246,0.7246,0.5774,0.6772,0.6205,0.4809,,balanced
char_00359,female,38,obese,0.9583,0.2551,0.3491,0.5169,0.4664,0.4125,0.6449,0.4163,0.4271,0.3449,,balanced
char_00360,female,21,underweight,0.0633,0.1651,0.3643,0.4146,0.6686,0.6333,0.6585,0.6663,0.7146,0.6231,,balanced
char_00361,female,18,normal,0.21,0.1843,0.3146,0.3515,0.6027,0.3649,0.3027,0.5878,0.5422,0.325,,balanced
char_00362,female,33,overweight,0.4667,0.3186,0.3761,0.5522,0.4126,0.6936,0.7126,0.4723,0.5253,0.5569,,balanced
char_00363,female,27,normal,0.2071,0.208,0.3237,0.5183,0.4205,0.5241,0.2711,0.4359,0.5711,0.4766,,balanced
char_00364,female,36,normal,0.2563,0.1827,0.3084,0.2778,0.3529,0.4385,0.2936,0.5455,0.4339,0.5778,,balanced
char_00365,female,27,underweight,0.1042,0.1818,0.3567,0.5727,0.4118,0.3611,0.5879,0.5718,0.5152,0.6611,,balanced
char_00366,female,34,overweight,0.5305,0.1788,0.2101,0.4366,0.4269,0.6297,0.4775,0.6156,0.3297,0.4965,,balanced
char_00367,female,16,normal,0.2688,0.1414,0.2419,0.4634,0.6528,0.3894,0.4279,0.3528,0.3651,0.6495,,balanced
char_00368,female,21,normal,0.2513,0.186,0.3272,0.6651,0.6853,0.5072,0.3853,0.5815,0.6539,0.4072,,balanced
char_00369,female,30,obese,0.8193,0.2368,0.3069,0.4721,0.3657,0.5765,0.6657,0.4806,0.6402,0.6436,,balanced
char_00370,female,29,overweight,0.4445,0.2073,0.313,0.7451,0.8328,0.6815,0.8429,0.5668,0.5429,0.5971,,balanced
char_00371,female,23,underweight,0.1053,0.0996,0.3284,0.7727,0.7591,0.6656,0.7539,0.5261,0.7647,0.8261,,balanced
char_00372,female,35,overweight,0.4768,0.2457,0.2076,0.4172,0.5349,0.3969,0.5832,0.5541,0.6476,0.3476,,balanced
char_00373,female,23,overweight,0.3957,0.2607,0.2283,0.5814,0.5047,0.3867,0.432,0.2814,0.5704,0.4964,,balanced
char_00374,female,34,obese,0.6886,0.2302,0.3416,0.7415,0.5753,0.688,0.7692,0.5222,0.4692,0.7677,,balanced
char_00375,female,36,overweight,0.4623,0.2519,0.3017,0.4152,0.4846,0.474,0.3783,0.6297,0.6007,0.6783,,balanced
char_00376,female,24,obese,0.957,0.2953,0.2262,0.5122,0.4662,0.4565,0.3277,0.6277,0.4461,0.4439,,balanced
char_00377,female,18,athletic_lean,0.0971,0.5551,0.3058,0.5387,0.5159,0.3796,0.352,0.5876,0.2876,0.5087,,upper_dominant
char_00378,female,19,overweight,0.4088,0.266,0.358,0.4206,0.5021,0.2658,0.3582,0.2065,0.2184,0.2021,,balanced
char_00379,female,26,overweight,0.5478,0.1676,0.2439,0.3775,0.2672,0.5555,0.3116,0.5672,0.3724,0.39,,balanced
char_00380,female,19,underweight,0.096,0.156,0.3589,0.5054,0.6731,0.4146,0.6899,0.6213,0.3899,0.5156,,balanced
char_00381,female,25,underweight,0.1166,0.096,0.2595,0.492,0.4396,0.3208,0.4595,0.5032,0.4543,0.6208,,balanced
char_00382,female,21,athletic_hyper,0.0907,0.874,0.2727,0.4665,0.582,0.4269,0.3932,0.6447,0.3447,0.5936,,balanced
char_00383,female,15,athletic_lean,0.0737,0.4,0.2882,0.3921,0.4704,0.6643,0.3981,0.4844,0.3643,0.4469,,push_dominant
char_00384,female,17,normal,0.2911,0.1761,0.2974,0.4758,0.5686,0.4792,0.4676,0.4594,0.2686,0.3058,,balanced
char_00385,female,20,overweight,0.4381,0.215,0.2015,0.5758,0.5035,0.3317,0.5129,0.4135,0.6317,0.589,,balanced
char_00386,female,14,normal,0.2461,0.1784,0.331,0.5032,0.7118,0.8,0.5789,0.5591,0.7563,0.6573,,balanced
char_00387,female,26,overweight,0.4986,0.2871,0.2865,0.3732,0.5971,0.6727,0.3727,0.6479,0.5897,0.6424,,balanced
char_00388,female,24,obese,0.8818,0.2313,0.2713,0.7328,0.4483,0.4328,0.6171,0.5656,0.6817,0.7257,,balanced
char_00389,female,22,obese,0.8012,0.2986,0.2888,0.2656,0.5656,0.3283,0.3765,0.4304,0.4669,0.2791,,balanced
char_00390,female,14,normal,0.2203,0.2402,0.2354,0.4574,0.2808,0.379,0.3412,0.5808,0.4131,0.416,,balanced
char_00391,female,28,normal,0.2426,0.2034,0.3485,0.2943,0.5628,0.4783,0.4712,0.5829,0.5582,0.2829,,balanced
char_00392,female,25,overweight,0.4595,0.2116,0.2417,0.541,0.38,0.5034,0.5296,0.2787,0.241,0.3008,,balanced
char_00393,female,29,normal,0.2316,0.2084,0.2786,0.3771,0.5788,0.4703,0.5582,0.3355,0.3692,0.2788,,balanced
char_00394,female,20,overweight,0.553,0.2348,0.372,0.6973,0.3973,0.6531,0.5228,0.5719,0.5893,0.6673,,balanced
char_00395,female,14,underweight,0.0455,0.138,0.2234,0.4727,0.4184,0.6213,0.5511,0.3213,0.5257,0.3283,,balanced
char_00396,female,22,underweight,0.0761,0.0904,0.2464,0.2647,0.5315,0.5647,0.4755,0.5382,0.2761,0.4864,,balanced
char_00397,female,24,obese,0.8528,0.256,0.2393,0.2914,0.2128,0.1507,0.3625,0.2729,0.4435,0.4507,,balanced
char_00398,female,16,overweight,0.4913,0.2597,0.2641,0.3394,0.2846,0.4638,0.1662,0.4323,0.3687,0.4662,,balanced
char_00399,female,33,obese,0.8814,0.202,0.2773,0.4874,0.5507,0.4444,0.4003,0.6295,0.6658,0.3658,,balanced
char_00400,female,35,normal,0.2359,0.1865,0.2776,0.6989,0.4782,0.3989,0.6344,0.425,0.415,0.653,,balanced
char_00401,female,36,normal,0.2862,0.1349,0.2275,0.4264,0.489,0.4829,0.6108,0.5168,0.3766,0.6766,,balanced
char_00402,female,26,obese,0.8757,0.1799,0.3778,0.2931,0.56,0.26,0.5057,0.439,0.2836,0.4584,,balanced
char_00403,female,33,normal,0.2519,0.2102,0.2726,0.4716,0.3494,0.6494,0.3862,0.4453,0.554,0.4135,,balanced
char_00404,female,18,underweight,0.1088,0.0748,0.4366,0.4203,0.606,0.306,0.548,0.46,0.3336,0.3763,,balanced
char_00405,female,34,athletic_lean,0.0995,0.4086,0.3202,0.4662,0.3666,0.6214,0.6666,0.543,0.5812,0.5842,,balanced
char_00406,female,18,athletic_lean,0.0643,0.6082,0.3307,0.8825,0.692,0.7904,0.8004,0.6057,0.7842,0.9057,,upper_dominant
